고객번호,역명,사용일,승차총승객수,하차총승객수
000262188,신당지하철역(2호선),2017-10-21,15357,15762
000262188,신당지하철역(2호선),2017-10-22,10775,11612
000262188,신당지하철역(2호선),2017-10-23,16495,17065
000262188,신당지하철역(2호선),2017-10-24,17003,17744
000262188,신당지하철역(2호선),2017-10-25,17571,18254
000262188,신당지하철역(2호선),2017-10-26,17109,18007
000262188,신당지하철역(2호선),2017-10-27,17777,18358
000262188,신당지하철역(2호선),2017-10-28,15242,16224
000262188,신당지하철역(2호선),2017-10-29,11100,11985
000262188,신당지하철역(2호선),2017-10-30,16775,17372
000262188,신당지하철역(2호선),2017-10-31,17078,17632
000262188,신당지하철역(2호선),2017-11-01,17008,17756
000262188,신당지하철역(2호선),2017-11-02,16773,17386
000262188,신당지하철역(2호선),2017-11-03,17432,17926
000262188,신당지하철역(2호선),2017-11-04,15029,15495
000262188,신당지하철역(2호선),2017-11-05,10656,11395
000262188,신당지하철역(2호선),2017-11-06,16575,17174
000262188,신당지하철역(2호선),2017-11-07,17052,17524
000262188,신당지하철역(2호선),2017-11-08,16815,17566
000262188,신당지하철역(2호선),2017-11-09,16980,17587
000262188,신당지하철역(2호선),2017-11-10,17231,18186
000262188,신당지하철역(2호선),2017-11-11,15584,16361
000262188,신당지하철역(2호선),2017-11-12,10860,11725
000262188,신당지하철역(2호선),2017-11-13,16374,16949
000262188,신당지하철역(2호선),2017-11-14,16870,17586
000262188,신당지하철역(2호선),2017-11-15,17287,18226
000262188,신당지하철역(2호선),2017-11-16,16510,17223
000262188,신당지하철역(2호선),2017-11-17,16930,17677
000262188,신당지하철역(2호선),2017-11-18,14063,14626
000262188,신당지하철역(2호선),2017-11-19,9764,10201
000262188,신당지하철역(2호선),2017-11-20,16506,17179
000262188,신당지하철역(2호선),2017-11-21,16835,17502
000262188,신당지하철역(2호선),2017-11-22,16809,17242
000262188,신당지하철역(2호선),2017-11-23,17155,17616
000262188,신당지하철역(2호선),2017-11-24,17372,17888
000262188,신당지하철역(2호선),2017-11-25,14079,14677
000262188,신당지하철역(2호선),2017-11-26,10415,11034
000262188,신당지하철역(2호선),2017-11-27,16580,17224
000262188,신당지하철역(2호선),2017-11-28,17100,17715
000262188,신당지하철역(2호선),2017-11-29,16960,17570
000262188,신당지하철역(2호선),2017-11-30,16756,17453
000262188,신당지하철역(2호선),2017-12-01,17147,17875
000262188,신당지하철역(2호선),2017-12-02,14167,14607
000262188,신당지하철역(2호선),2017-12-03,10484,11146
000262188,신당지하철역(2호선),2017-12-04,16559,17397
000262188,신당지하철역(2호선),2017-12-05,16882,17483
000262188,신당지하철역(2호선),2017-12-06,17138,18062
000262188,신당지하철역(2호선),2017-12-07,17067,17740
000262188,신당지하철역(2호선),2017-12-08,17389,18265
000262188,신당지하철역(2호선),2017-12-09,14825,15688
000262188,신당지하철역(2호선),2017-12-10,10552,11362
000262188,신당지하철역(2호선),2017-12-11,16416,16991
000262188,신당지하철역(2호선),2017-12-12,16303,17248
000262188,신당지하철역(2호선),2017-12-13,16491,17328
000262188,신당지하철역(2호선),2017-12-14,16878,17808
000262188,신당지하철역(2호선),2017-12-15,17985,18659
000262188,신당지하철역(2호선),2017-12-16,15313,16229
000262188,신당지하철역(2호선),2017-12-17,10416,11012
000262188,신당지하철역(2호선),2017-12-18,17453,17916
000262188,신당지하철역(2호선),2017-12-19,17107,17932
000262188,신당지하철역(2호선),2017-12-20,17748,18747
000262188,신당지하철역(2호선),2017-12-21,17486,18233
000262188,신당지하철역(2호선),2017-12-22,18224,19105
000262188,신당지하철역(2호선),2017-12-23,14636,15406
000262188,신당지하철역(2호선),2017-12-24,9703,10065
000262188,신당지하철역(2호선),2017-12-25,10676,11654
000262188,신당지하철역(2호선),2017-12-26,16404,16993
000262188,신당지하철역(2호선),2017-12-27,16281,17068
000262188,신당지하철역(2호선),2017-12-28,16636,17267
000262188,신당지하철역(2호선),2017-12-29,17129,17837
000262188,신당지하철역(2호선),2017-12-30,12842,13395
000262188,신당지하철역(2호선),2017-12-31,10361,11154
000262188,신당지하철역(2호선),2018-01-01,7206,8039
000262188,신당지하철역(2호선),2018-01-02,15066,16088
000262188,신당지하철역(2호선),2018-01-03,15537,16250
000262188,신당지하철역(2호선),2018-01-04,15749,16411
000262188,신당지하철역(2호선),2018-01-05,16710,17178
000262188,신당지하철역(2호선),2018-01-06,13277,13844
000262188,신당지하철역(2호선),2018-01-07,9708,10421
000262188,신당지하철역(2호선),2018-01-08,15854,16377
000262188,신당지하철역(2호선),2018-01-09,15897,16770
000262188,신당지하철역(2호선),2018-01-10,15871,16647
000262188,신당지하철역(2호선),2018-01-11,15139,15899
000262188,신당지하철역(2호선),2018-01-12,15251,15917
000262188,신당지하철역(2호선),2018-01-13,13118,13837
000262188,신당지하철역(2호선),2018-01-14,9898,10622
000262188,신당지하철역(2호선),2018-01-15,16185,16650
000262188,신당지하철역(2호선),2018-01-16,16262,16734
000262188,신당지하철역(2호선),2018-01-17,16557,17379
000262188,신당지하철역(2호선),2018-01-18,16531,17067
000262188,신당지하철역(2호선),2018-01-19,16974,17492
000262188,신당지하철역(2호선),2018-01-20,14098,14887
000262188,신당지하철역(2호선),2018-01-21,9963,10770
000262188,신당지하철역(2호선),2018-01-22,15937,16543
000262188,신당지하철역(2호선),2018-01-23,15286,16146
000262188,신당지하철역(2호선),2018-01-24,14569,15351
000262188,신당지하철역(2호선),2018-01-25,14767,15580
000262188,신당지하철역(2호선),2018-01-26,15149,15753
000262188,신당지하철역(2호선),2018-01-27,12604,13391
000262188,신당지하철역(2호선),2018-01-28,9691,10433
000262188,신당지하철역(2호선),2018-01-29,15501,16197
000262188,신당지하철역(2호선),2018-01-30,16596,17502
000262188,신당지하철역(2호선),2018-01-31,16549,17176
000262188,신당지하철역(2호선),2018-02-01,16614,17253
000262188,신당지하철역(2호선),2018-02-02,17544,18201
000262188,신당지하철역(2호선),2018-02-03,13617,14179
000262188,신당지하철역(2호선),2018-02-04,9189,9828
000262188,신당지하철역(2호선),2018-02-05,15747,16381
000262188,신당지하철역(2호선),2018-02-06,15998,16721
000262188,신당지하철역(2호선),2018-02-07,16256,17294
000262188,신당지하철역(2호선),2018-02-08,16786,17404
000262188,신당지하철역(2호선),2018-02-09,16867,17622
000262188,신당지하철역(2호선),2018-02-10,13479,14121
000262188,신당지하철역(2호선),2018-02-11,9451,10236
000262188,신당지하철역(2호선),2018-02-12,16128,16870
000262188,신당지하철역(2호선),2018-02-13,16798,17144
000262188,신당지하철역(2호선),2018-02-14,15863,15852
000262188,신당지하철역(2호선),2018-02-15,6966,6815
000262188,신당지하철역(2호선),2018-02-16,5274,5501
000262188,신당지하철역(2호선),2018-02-17,7019,7846
000262188,신당지하철역(2호선),2018-02-18,8538,9154
000262188,신당지하철역(2호선),2018-02-19,15435,16289
000262188,신당지하철역(2호선),2018-02-20,16510,17334
000262188,신당지하철역(2호선),2018-02-21,16479,17119
000262188,신당지하철역(2호선),2018-02-22,16670,17215
000262188,신당지하철역(2호선),2018-02-23,17152,17528
000262188,신당지하철역(2호선),2018-02-24,14565,14984
000262188,신당지하철역(2호선),2018-02-25,10317,10931
000262188,신당지하철역(2호선),2018-02-26,16561,17390
000262188,신당지하철역(2호선),2018-02-27,16848,17678
000262188,신당지하철역(2호선),2018-02-28,16593,17378
000262188,신당지하철역(2호선),2018-03-01,11539,12057
000262188,신당지하철역(2호선),2018-03-02,16795,17426
000262188,신당지하철역(2호선),2018-03-03,14200,14686
000262188,신당지하철역(2호선),2018-03-04,9355,9985
000262188,신당지하철역(2호선),2018-03-05,16553,17368
000262188,신당지하철역(2호선),2018-03-06,17261,18010
000262188,신당지하철역(2호선),2018-03-07,17360,17966
000262188,신당지하철역(2호선),2018-03-08,16994,17658
000262188,신당지하철역(2호선),2018-03-09,17964,18625
000262188,신당지하철역(2호선),2018-03-10,14568,15036
000262188,신당지하철역(2호선),2018-03-11,11084,11627
000262188,신당지하철역(2호선),2018-03-12,16697,17379
000262188,신당지하철역(2호선),2018-03-13,17538,18231
000262188,신당지하철역(2호선),2018-03-14,17512,18214
000262188,신당지하철역(2호선),2018-03-15,16665,17213
000262188,신당지하철역(2호선),2018-03-16,17793,18678
000262188,신당지하철역(2호선),2018-03-17,15453,16031
000262188,신당지하철역(2호선),2018-03-18,11074,12337
000262188,신당지하철역(2호선),2018-03-19,16395,17127
000262188,신당지하철역(2호선),2018-03-20,17338,18320
000262188,신당지하철역(2호선),2018-03-21,16788,17610
000262188,신당지하철역(2호선),2018-03-22,17527,18222
000262188,신당지하철역(2호선),2018-03-23,18048,18748
000262188,신당지하철역(2호선),2018-03-24,15056,15985
000262188,신당지하철역(2호선),2018-03-25,10830,11620
000262188,신당지하철역(2호선),2018-03-26,16912,17609
000262188,신당지하철역(2호선),2018-03-27,17386,18070
000262188,신당지하철역(2호선),2018-03-28,17475,18009
000262188,신당지하철역(2호선),2018-03-29,17322,18028
000262188,신당지하철역(2호선),2018-03-30,18010,18631
000262188,신당지하철역(2호선),2018-03-31,14791,15657
000262188,신당지하철역(2호선),2018-04-01,10341,10949
000262188,신당지하철역(2호선),2018-04-02,16849,17466
000262188,신당지하철역(2호선),2018-04-03,17168,17962
000262188,신당지하철역(2호선),2018-04-04,17203,18002
000262188,신당지하철역(2호선),2018-04-05,16726,17906
000262188,신당지하철역(2호선),2018-04-06,17626,18629
000262188,신당지하철역(2호선),2018-04-07,14280,15335
000262188,신당지하철역(2호선),2018-04-08,9956,11000
000262188,신당지하철역(2호선),2018-04-09,16687,17551
000262188,신당지하철역(2호선),2018-04-10,17289,18269
000262188,신당지하철역(2호선),2018-04-11,17362,18045
000262188,신당지하철역(2호선),2018-04-12,17477,18108
000262188,신당지하철역(2호선),2018-04-13,17739,18414
000262188,신당지하철역(2호선),2018-04-14,13337,14000
000262188,신당지하철역(2호선),2018-04-15,10721,11498
000262188,신당지하철역(2호선),2018-04-16,16884,17880
000262188,신당지하철역(2호선),2018-04-17,17251,18090
000262188,신당지하철역(2호선),2018-04-18,17364,18063
000262188,신당지하철역(2호선),2018-04-19,17061,17963
000262188,신당지하철역(2호선),2018-04-20,17824,18539
000262188,신당지하철역(2호선),2018-04-21,14234,14947
000262188,신당지하철역(2호선),2018-04-22,9570,10565
000262188,신당지하철역(2호선),2018-04-23,15461,16338
000262188,신당지하철역(2호선),2018-04-24,17074,17741
000262188,신당지하철역(2호선),2018-04-25,17555,18344
000262188,신당지하철역(2호선),2018-04-26,17449,18094
000262188,신당지하철역(2호선),2018-04-27,17615,18157
000262188,신당지하철역(2호선),2018-04-28,14918,15601
000262188,신당지하철역(2호선),2018-04-29,10381,11485
000262188,신당지하철역(2호선),2018-04-30,16997,17703
000262188,신당지하철역(2호선),2018-05-01,14137,14930
000262188,신당지하철역(2호선),2018-05-02,16799,17481
000262188,신당지하철역(2호선),2018-05-03,17134,17751
000262188,신당지하철역(2호선),2018-05-04,18338,19083
000262188,신당지하철역(2호선),2018-05-05,12961,13285
000262188,신당지하철역(2호선),2018-05-06,8955,9594
000262188,신당지하철역(2호선),2018-05-07,11720,12528
000262188,신당지하철역(2호선),2018-05-08,17394,17791
000262188,신당지하철역(2호선),2018-05-09,17434,18381
000262188,신당지하철역(2호선),2018-05-10,17726,18379
000262188,신당지하철역(2호선),2018-05-11,18328,18827
000262188,신당지하철역(2호선),2018-05-12,13565,14250
000262188,신당지하철역(2호선),2018-05-13,10903,11477
000262188,신당지하철역(2호선),2018-05-14,17116,17622
000262188,신당지하철역(2호선),2018-05-15,17425,18059
000262188,신당지하철역(2호선),2018-05-16,16081,16787
000262188,신당지하철역(2호선),2018-05-17,16407,17066
000262188,신당지하철역(2호선),2018-05-18,17675,18446
000262188,신당지하철역(2호선),2018-05-19,14987,15656
000262188,신당지하철역(2호선),2018-05-20,10796,11595
000262188,신당지하철역(2호선),2018-05-21,16556,16967
000262188,신당지하철역(2호선),2018-05-22,11558,12779
000262188,신당지하철역(2호선),2018-05-23,17070,17785
000262188,신당지하철역(2호선),2018-05-24,17409,17767
000262188,신당지하철역(2호선),2018-05-25,17994,18543
000262188,신당지하철역(2호선),2018-05-26,14480,15032
000262188,신당지하철역(2호선),2018-05-27,10704,11171
000262188,신당지하철역(2호선),2018-05-28,16505,17083
000262188,신당지하철역(2호선),2018-05-29,17130,17638
000262188,신당지하철역(2호선),2018-05-30,17536,17667
000262188,신당지하철역(2호선),2018-05-31,17261,17596
000262188,신당지하철역(2호선),2018-06-01,18009,18160
000262188,신당지하철역(2호선),2018-06-02,14074,14418
000262188,신당지하철역(2호선),2018-06-03,10305,10981
000262188,신당지하철역(2호선),2018-06-04,16489,16971
000262188,신당지하철역(2호선),2018-06-05,17527,17969
000262188,신당지하철역(2호선),2018-06-06,11814,12219
000262188,신당지하철역(2호선),2018-06-07,17093,17763
000262188,신당지하철역(2호선),2018-06-08,17774,18205
000262188,신당지하철역(2호선),2018-06-09,13628,13890
000262188,신당지하철역(2호선),2018-06-10,10028,10808
000262188,신당지하철역(2호선),2018-06-11,16478,17227
000262188,신당지하철역(2호선),2018-06-12,17403,17952
000262188,신당지하철역(2호선),2018-06-13,12028,12415
000262188,신당지하철역(2호선),2018-06-14,16822,17546
000262188,신당지하철역(2호선),2018-06-15,17494,18148
000262188,신당지하철역(2호선),2018-06-16,13734,13996
000262188,신당지하철역(2호선),2018-06-17,10160,10706
000262188,신당지하철역(2호선),2018-06-18,16491,17387
000262188,신당지하철역(2호선),2018-06-19,16766,17313
000262188,신당지하철역(2호선),2018-06-20,17002,17761
000262188,신당지하철역(2호선),2018-06-21,17171,17897
000262188,신당지하철역(2호선),2018-06-22,17596,18184
000262188,신당지하철역(2호선),2018-06-23,14122,14442
000262188,신당지하철역(2호선),2018-06-24,10095,10720
000262188,신당지하철역(2호선),2018-06-25,16745,17424
000262188,신당지하철역(2호선),2018-06-26,15353,16408
000262188,신당지하철역(2호선),2018-06-27,17059,18175
000262188,신당지하철역(2호선),2018-06-28,16617,17320
000262188,신당지하철역(2호선),2018-06-29,17519,17909
000262188,신당지하철역(2호선),2018-06-30,12798,13195
000262188,신당지하철역(2호선),2018-07-01,7872,8493
000262188,신당지하철역(2호선),2018-07-02,15358,16114
000262188,신당지하철역(2호선),2018-07-03,16694,17399
000262188,신당지하철역(2호선),2018-07-04,16703,17199
000262188,신당지하철역(2호선),2018-07-05,16691,17249
000262188,신당지하철역(2호선),2018-07-06,17386,17826
000262188,신당지하철역(2호선),2018-07-07,13880,14022
000262188,신당지하철역(2호선),2018-07-08,10404,10982
000262188,신당지하철역(2호선),2018-07-09,16008,16862
000262188,신당지하철역(2호선),2018-07-10,16749,17481
000262188,신당지하철역(2호선),2018-07-11,16913,17159
000262188,신당지하철역(2호선),2018-07-12,16869,17525
000262188,신당지하철역(2호선),2018-07-13,17254,17560
000262188,신당지하철역(2호선),2018-07-14,13393,13820
000262188,신당지하철역(2호선),2018-07-15,9617,10174
000262188,신당지하철역(2호선),2018-07-16,16013,16585
000262188,신당지하철역(2호선),2018-07-17,16321,17115
000262188,신당지하철역(2호선),2018-07-18,16414,17009
000262188,신당지하철역(2호선),2018-07-19,16364,16972
000262188,신당지하철역(2호선),2018-07-20,17029,17512
000262188,신당지하철역(2호선),2018-07-21,12693,13176
000262188,신당지하철역(2호선),2018-07-22,9257,9793
000262188,신당지하철역(2호선),2018-07-23,15773,16429
000262188,신당지하철역(2호선),2018-07-24,16032,16626
000262188,신당지하철역(2호선),2018-07-25,16248,16566
000262188,신당지하철역(2호선),2018-07-26,16188,16687
000262188,신당지하철역(2호선),2018-07-27,16287,16727
000262188,신당지하철역(2호선),2018-07-28,11935,12102
000262188,신당지하철역(2호선),2018-07-29,8917,9387
000262188,신당지하철역(2호선),2018-07-30,15092,15697
000262188,신당지하철역(2호선),2018-07-31,15150,15687
000262188,신당지하철역(2호선),2018-08-01,14634,15285
000262188,신당지하철역(2호선),2018-08-02,14113,14852
000262188,신당지하철역(2호선),2018-08-03,14547,15068
000262188,신당지하철역(2호선),2018-08-04,10899,10963
000262188,신당지하철역(2호선),2018-08-05,8444,8915
000262188,신당지하철역(2호선),2018-08-06,13697,14252
000262188,신당지하철역(2호선),2018-08-07,14505,15135
000262188,신당지하철역(2호선),2018-08-08,14310,14992
000262188,신당지하철역(2호선),2018-08-09,14805,15495
000262188,신당지하철역(2호선),2018-08-10,15263,15757
000262188,신당지하철역(2호선),2018-08-11,12102,12713
000262188,신당지하철역(2호선),2018-08-12,9127,9915
000262188,신당지하철역(2호선),2018-08-13,15115,15846
000262188,신당지하철역(2호선),2018-08-14,15768,16557
000262188,신당지하철역(2호선),2018-08-15,10633,11347
000262188,신당지하철역(2호선),2018-08-16,15855,16623
000262188,신당지하철역(2호선),2018-08-17,16547,17191
000262188,신당지하철역(2호선),2018-08-18,12708,13749
000262188,신당지하철역(2호선),2018-08-19,9537,10380
000262188,신당지하철역(2호선),2018-08-20,15721,16408
000262188,신당지하철역(2호선),2018-08-21,16033,17039
000262188,신당지하철역(2호선),2018-08-22,16419,17031
000262188,신당지하철역(2호선),2018-08-23,15114,15860
000262188,신당지하철역(2호선),2018-08-24,15065,15574
000262188,신당지하철역(2호선),2018-08-25,13660,14022
000262188,신당지하철역(2호선),2018-08-26,9697,10184
000262188,신당지하철역(2호선),2018-08-27,15857,16526
000262188,신당지하철역(2호선),2018-08-28,15684,16418
000262188,신당지하철역(2호선),2018-08-29,15778,16669
000262188,신당지하철역(2호선),2018-08-30,16590,17107
000262188,신당지하철역(2호선),2018-08-31,17313,17856
000262188,신당지하철역(2호선),2018-09-01,13469,14206
000262188,신당지하철역(2호선),2018-09-02,9902,10842
000262188,신당지하철역(2호선),2018-09-03,15954,16750
000262188,신당지하철역(2호선),2018-09-04,17159,17689
000262188,신당지하철역(2호선),2018-09-05,17283,18016
000262188,신당지하철역(2호선),2018-09-06,17235,17989
000262188,신당지하철역(2호선),2018-09-07,17571,18177
000262188,신당지하철역(2호선),2018-09-08,14393,15081
000262188,신당지하철역(2호선),2018-09-09,10631,11340
000262188,신당지하철역(2호선),2018-09-10,16835,17295
000262188,신당지하철역(2호선),2018-09-11,17194,17694
000262188,신당지하철역(2호선),2018-09-12,17448,17926
000262188,신당지하철역(2호선),2018-09-13,17173,17856
000262188,신당지하철역(2호선),2018-09-14,17434,18166
000262188,신당지하철역(2호선),2018-09-15,14056,14457
000262188,신당지하철역(2호선),2018-09-16,9998,10802
000262188,신당지하철역(2호선),2018-09-17,16793,17448
000262188,신당지하철역(2호선),2018-09-18,17508,17941
000262188,신당지하철역(2호선),2018-09-19,17286,17965
000262188,신당지하철역(2호선),2018-09-20,17068,17779
000262188,신당지하철역(2호선),2018-09-21,17848,17975
000262188,신당지하철역(2호선),2018-09-22,11942,12023
000262188,신당지하철역(2호선),2018-09-23,8103,7889
000262188,신당지하철역(2호선),2018-09-24,5739,5941
000262188,신당지하철역(2호선),2018-09-25,7290,8053
000262188,신당지하철역(2호선),2018-09-26,8579,9066
000262188,신당지하철역(2호선),2018-09-27,15680,16681
000262188,신당지하철역(2호선),2018-09-28,17048,17676
000262188,신당지하철역(2호선),2018-09-29,13695,14171
000262188,신당지하철역(2호선),2018-09-30,10108,10832
000262188,신당지하철역(2호선),2018-10-01,16397,17087
000262188,신당지하철역(2호선),2018-10-02,17245,17867
000262188,신당지하철역(2호선),2018-10-03,11964,12552
000262188,신당지하철역(2호선),2018-10-04,16893,17438
000262188,신당지하철역(2호선),2018-10-05,16598,17406
000262188,신당지하철역(2호선),2018-10-06,12396,12787
000262188,신당지하철역(2호선),2018-10-07,10425,11361
000262188,신당지하철역(2호선),2018-10-08,16479,17264
000262188,신당지하철역(2호선),2018-10-09,11615,12236
000262188,신당지하철역(2호선),2018-10-10,16935,17637
000262188,신당지하철역(2호선),2018-10-11,16899,17610
000262188,신당지하철역(2호선),2018-10-12,17398,18174
000262188,신당지하철역(2호선),2018-10-13,14434,14946
000262188,신당지하철역(2호선),2018-10-14,10709,11521
000262188,신당지하철역(2호선),2018-10-15,16499,17227
000262188,신당지하철역(2호선),2018-10-16,16985,17534
000262188,신당지하철역(2호선),2018-10-17,16835,17635
000262188,신당지하철역(2호선),2018-10-18,17434,18332
000262188,신당지하철역(2호선),2018-10-19,17402,18371
000262188,신당지하철역(2호선),2018-10-20,14513,15046
000262188,신당지하철역(2호선),2018-10-21,10727,11366
000262188,신당지하철역(2호선),2018-10-22,16435,17027
000262188,신당지하철역(2호선),2018-10-23,16594,17303
000262188,신당지하철역(2호선),2018-10-24,17080,17910
000262188,신당지하철역(2호선),2018-10-25,17256,17946
000262188,신당지하철역(2호선),2018-10-26,17274,17831
000262188,신당지하철역(2호선),2018-10-27,14400,15176
000262188,신당지하철역(2호선),2018-10-28,9785,10473
000262188,신당지하철역(2호선),2018-10-29,16629,17332
000262188,신당지하철역(2호선),2018-10-30,17214,17819
000262188,신당지하철역(2호선),2018-10-31,17204,17583
000262188,신당지하철역(2호선),2018-11-01,16974,17524
000262188,신당지하철역(2호선),2018-11-02,17597,17864
000262188,신당지하철역(2호선),2018-11-03,14194,14628
000262188,신당지하철역(2호선),2018-11-04,10717,11360
000262188,신당지하철역(2호선),2018-11-05,16626,17359
000262188,신당지하철역(2호선),2018-11-06,17442,18148
000262188,신당지하철역(2호선),2018-11-07,16671,17296
000262188,신당지하철역(2호선),2018-11-08,16077,16873
000262188,신당지하철역(2호선),2018-11-09,17356,17879
000262188,신당지하철역(2호선),2018-11-10,14022,14448
000262188,신당지하철역(2호선),2018-11-11,9978,10823
000262188,신당지하철역(2호선),2018-11-12,16547,17347
000262188,신당지하철역(2호선),2018-11-13,17077,17626
000262188,신당지하철역(2호선),2018-11-14,17172,17763
000262188,신당지하철역(2호선),2018-11-15,16892,17493
000262188,신당지하철역(2호선),2018-11-16,17494,17875
000262188,신당지하철역(2호선),2018-11-17,14321,14798
000262188,신당지하철역(2호선),2018-11-18,9992,10463
000262188,신당지하철역(2호선),2018-11-19,16371,16983
000262188,신당지하철역(2호선),2018-11-20,16840,17652
000262188,신당지하철역(2호선),2018-11-21,16704,16975
000262188,신당지하철역(2호선),2018-11-22,17032,17772
000262188,신당지하철역(2호선),2018-11-23,17660,17860
000262188,신당지하철역(2호선),2018-11-24,13406,13993
000262188,신당지하철역(2호선),2018-11-25,10505,11016
000262188,신당지하철역(2호선),2018-11-26,16670,17275
000262188,신당지하철역(2호선),2018-11-27,16870,17497
000262188,신당지하철역(2호선),2018-11-28,16914,17373
000262188,신당지하철역(2호선),2018-11-29,16745,17257
000262188,신당지하철역(2호선),2018-11-30,17479,18251
000262188,신당지하철역(2호선),2018-12-01,14259,14756
000262188,신당지하철역(2호선),2018-12-02,10571,11149
000262188,신당지하철역(2호선),2018-12-03,15862,16310
000262188,신당지하철역(2호선),2018-12-04,16687,17341
000262188,신당지하철역(2호선),2018-12-05,16918,17761
000262188,신당지하철역(2호선),2018-12-06,17204,18025
000262188,신당지하철역(2호선),2018-12-07,17356,18325
000262188,신당지하철역(2호선),2018-12-08,13322,14231
000262188,신당지하철역(2호선),2018-12-09,9435,10322
000262188,신당지하철역(2호선),2018-12-10,16039,16696
000262188,신당지하철역(2호선),2018-12-11,16749,17408
000262188,신당지하철역(2호선),2018-12-12,17121,18009
000262188,신당지하철역(2호선),2018-12-13,16937,17781
000262188,신당지하철역(2호선),2018-12-14,17444,18313
000262188,신당지하철역(2호선),2018-12-15,14622,15055
000262188,신당지하철역(2호선),2018-12-16,10149,10800
000262188,신당지하철역(2호선),2018-12-17,16605,17223
000262188,신당지하철역(2호선),2018-12-18,17221,17617
000262188,신당지하철역(2호선),2018-12-19,17046,17831
000262188,신당지하철역(2호선),2018-12-20,17842,18832
000262188,신당지하철역(2호선),2018-12-21,17704,18539
000262188,신당지하철역(2호선),2018-12-22,14959,15559
000262188,신당지하철역(2호선),2018-12-23,10401,11355
000262188,신당지하철역(2호선),2018-12-24,16614,17471
000262188,신당지하철역(2호선),2018-12-25,10874,11702
000262188,신당지하철역(2호선),2018-12-26,16816,17689
000262188,신당지하철역(2호선),2018-12-27,15904,16882
000262188,신당지하철역(2호선),2018-12-28,16394,16860
000262188,신당지하철역(2호선),2018-12-29,12139,12580
000262188,신당지하철역(2호선),2018-12-30,9185,9717
000262188,신당지하철역(2호선),2018-12-31,14910,15732
000262188,신당지하철역(2호선),2019-01-01,6811,7324
000262188,신당지하철역(2호선),2019-01-02,15033,16136
000262188,신당지하철역(2호선),2019-01-03,15894,16677
000262188,신당지하철역(2호선),2019-01-04,16887,17581
000262188,신당지하철역(2호선),2019-01-05,12983,13609
000262188,신당지하철역(2호선),2019-01-06,9470,9969
000262188,신당지하철역(2호선),2019-01-07,16082,16630
000262188,신당지하철역(2호선),2019-01-08,16146,16990
000262188,신당지하철역(2호선),2019-01-09,15993,16562
000262188,신당지하철역(2호선),2019-01-10,16224,16906
000262188,신당지하철역(2호선),2019-01-11,16883,17437
000262188,신당지하철역(2호선),2019-01-12,13480,13958
000262188,신당지하철역(2호선),2019-01-13,9517,10416
000262188,신당지하철역(2호선),2019-01-14,15538,16172
000262188,신당지하철역(2호선),2019-01-15,16034,16799
000262188,신당지하철역(2호선),2019-01-16,16144,16897
000262188,신당지하철역(2호선),2019-01-17,16251,17031
000262188,신당지하철역(2호선),2019-01-18,17012,17725
000262188,신당지하철역(2호선),2019-01-19,13411,14021
000262188,신당지하철역(2호선),2019-01-20,9683,10384
000262188,신당지하철역(2호선),2019-01-21,15743,16347
000262188,신당지하철역(2호선),2019-01-22,16407,17104
000262188,신당지하철역(2호선),2019-01-23,16410,17156
000262188,신당지하철역(2호선),2019-01-24,16354,16986
000262188,신당지하철역(2호선),2019-01-25,16902,17602
000262188,신당지하철역(2호선),2019-01-26,13418,14154
000262188,신당지하철역(2호선),2019-01-27,9826,10470
000262188,신당지하철역(2호선),2019-01-28,15984,16511
000262188,신당지하철역(2호선),2019-01-29,16341,17168
000262188,신당지하철역(2호선),2019-01-30,16738,17443
000262188,신당지하철역(2호선),2019-01-31,16242,16890
000262188,신당지하철역(2호선),2019-02-01,16805,17486
000262188,신당지하철역(2호선),2019-02-02,11433,11701
000262188,신당지하철역(2호선),2019-02-03,7300,7270
000262188,신당지하철역(2호선),2019-02-04,6342,6284
000262188,신당지하철역(2호선),2019-02-05,5199,5472
000262188,신당지하철역(2호선),2019-02-06,7044,7873
000262188,신당지하철역(2호선),2019-02-07,14817,15800
000262188,신당지하철역(2호선),2019-02-08,16163,16763
000262188,신당지하철역(2호선),2019-02-09,12735,13422
000262188,신당지하철역(2호선),2019-02-10,9197,10055
000262188,신당지하철역(2호선),2019-02-11,16084,16706
000262188,신당지하철역(2호선),2019-02-12,16596,17208
000262188,신당지하철역(2호선),2019-02-13,16479,17372
000262188,신당지하철역(2호선),2019-02-14,16757,17552
000262188,신당지하철역(2호선),2019-02-15,16991,17393
000262188,신당지하철역(2호선),2019-02-16,14058,14590
000262188,신당지하철역(2호선),2019-02-17,10312,10958
000262188,신당지하철역(2호선),2019-02-18,16292,16957
000262188,신당지하철역(2호선),2019-02-19,16387,17031
000262188,신당지하철역(2호선),2019-02-20,16585,17084
000262188,신당지하철역(2호선),2019-02-21,16793,17375
000262188,신당지하철역(2호선),2019-02-22,17211,17672
000262188,신당지하철역(2호선),2019-02-23,14484,14792
000262188,신당지하철역(2호선),2019-02-24,10384,10990
000262188,신당지하철역(2호선),2019-02-25,16403,16990
000262188,신당지하철역(2호선),2019-02-26,16987,17806
000262188,신당지하철역(2호선),2019-02-27,16947,17623
000262188,신당지하철역(2호선),2019-02-28,17876,18520
000262188,신당지하철역(2호선),2019-03-01,12640,13412
000262188,신당지하철역(2호선),2019-03-02,13008,13596
000262188,신당지하철역(2호선),2019-03-03,10046,10518
