고객번호,역명,사용일,승차총승객수,하차총승객수
000013307,1호선 동대문역,2015-01-01,9081,10579
000013307,1호선 동대문역,2015-01-02,13814,16551
000013307,1호선 동대문역,2015-01-03,13764,16545
000013307,1호선 동대문역,2015-01-04,13265,15360
000013307,1호선 동대문역,2015-01-05,16495,18120
000013307,1호선 동대문역,2015-01-06,16075,18068
000013307,1호선 동대문역,2015-01-07,15916,17168
000013307,1호선 동대문역,2015-01-08,16146,17791
000013307,1호선 동대문역,2015-01-09,17095,18783
000013307,1호선 동대문역,2015-01-10,17046,18775
000013307,1호선 동대문역,2015-01-11,13429,16828
000013307,1호선 동대문역,2015-01-12,15881,17491
000013307,1호선 동대문역,2015-01-13,16637,18114
000013307,1호선 동대문역,2015-01-14,16727,18091
000013307,1호선 동대문역,2015-01-15,16615,18433
000013307,1호선 동대문역,2015-01-16,16442,17894
000013307,1호선 동대문역,2015-01-17,16643,18680
000013307,1호선 동대문역,2015-01-18,13754,16309
000013307,1호선 동대문역,2015-01-19,15514,17127
000013307,1호선 동대문역,2015-01-20,16557,18208
000013307,1호선 동대문역,2015-01-21,16733,18429
000013307,1호선 동대문역,2015-01-22,16376,18204
000013307,1호선 동대문역,2015-01-23,16917,18890
000013307,1호선 동대문역,2015-01-24,17149,19319
000013307,1호선 동대문역,2015-01-25,12839,15563
000013307,1호선 동대문역,2015-01-26,15976,17762
000013307,1호선 동대문역,2015-01-27,16316,18009
000013307,1호선 동대문역,2015-01-28,15880,17603
000013307,1호선 동대문역,2015-01-29,16124,17810
000013307,1호선 동대문역,2015-01-30,16628,18319
000013307,1호선 동대문역,2015-01-31,15955,17676
000013307,1호선 동대문역,2015-02-01,13296,16229
000013307,1호선 동대문역,2015-02-02,15995,17609
000013307,1호선 동대문역,2015-02-03,16336,17892
000013307,1호선 동대문역,2015-02-04,16595,18237
000013307,1호선 동대문역,2015-02-05,16265,17995
000013307,1호선 동대문역,2015-02-06,17201,18706
000013307,1호선 동대문역,2015-02-07,16592,18645
000013307,1호선 동대문역,2015-02-08,11683,14357
000013307,1호선 동대문역,2015-02-09,15003,16536
000013307,1호선 동대문역,2015-02-10,16337,17667
000013307,1호선 동대문역,2015-02-11,16750,18463
000013307,1호선 동대문역,2015-02-12,16288,18301
000013307,1호선 동대문역,2015-02-13,17169,18884
000013307,1호선 동대문역,2015-02-14,16347,18173
000013307,1호선 동대문역,2015-02-15,13294,16306
000013307,1호선 동대문역,2015-02-16,15466,16982
000013307,1호선 동대문역,2015-02-17,15998,17165
000013307,1호선 동대문역,2015-02-18,11651,14472
000013307,1호선 동대문역,2015-02-19,14074,15911
000013307,1호선 동대문역,2015-02-20,15323,17068
000013307,1호선 동대문역,2015-02-21,12203,14683
000013307,1호선 동대문역,2015-02-22,12819,15304
000013307,1호선 동대문역,2015-02-23,16484,19360
000013307,1호선 동대문역,2015-02-24,17600,20428
000013307,1호선 동대문역,2015-02-25,17886,20628
000013307,1호선 동대문역,2015-02-26,17623,20636
000013307,1호선 동대문역,2015-02-27,17484,20288
000013307,1호선 동대문역,2015-02-28,18952,21518
000013307,1호선 동대문역,2015-03-01,13912,17042
000013307,1호선 동대문역,2015-03-02,17353,18642
000013307,1호선 동대문역,2015-03-03,16202,17953
000013307,1호선 동대문역,2015-03-04,16514,18091
000013307,1호선 동대문역,2015-03-05,16736,18538
000013307,1호선 동대문역,2015-03-06,18099,20116
000013307,1호선 동대문역,2015-03-07,18582,21292
000013307,1호선 동대문역,2015-03-08,15664,18770
000013307,1호선 동대문역,2015-03-09,16802,18703
000013307,1호선 동대문역,2015-03-10,15862,17458
000013307,1호선 동대문역,2015-03-11,16761,18604
000013307,1호선 동대문역,2015-03-12,16916,18761
000013307,1호선 동대문역,2015-03-13,18197,20402
000013307,1호선 동대문역,2015-03-14,19592,22606
000013307,1호선 동대문역,2015-03-15,16577,20086
000013307,1호선 동대문역,2015-03-16,17560,19000
000013307,1호선 동대문역,2015-03-17,17352,19086
000013307,1호선 동대문역,2015-03-18,16458,18279
000013307,1호선 동대문역,2015-03-19,17543,19329
000013307,1호선 동대문역,2015-03-20,18744,21372
000013307,1호선 동대문역,2015-03-21,19911,23342
000013307,1호선 동대문역,2015-03-22,15905,19964
000013307,1호선 동대문역,2015-03-23,17023,19129
000013307,1호선 동대문역,2015-03-24,17559,19182
000013307,1호선 동대문역,2015-03-25,18056,20099
000013307,1호선 동대문역,2015-03-26,17634,19543
000013307,1호선 동대문역,2015-03-27,18443,20635
000013307,1호선 동대문역,2015-03-28,19202,22308
000013307,1호선 동대문역,2015-03-29,15073,18259
000013307,1호선 동대문역,2015-03-30,17509,19532
000013307,1호선 동대문역,2015-03-31,16726,18647
000013307,1호선 동대문역,2015-04-01,17245,19417
000013307,1호선 동대문역,2015-04-02,16931,19051
000013307,1호선 동대문역,2015-04-03,18311,20597
000013307,1호선 동대문역,2015-04-04,17941,21003
000013307,1호선 동대문역,2015-04-05,13527,16700
000013307,1호선 동대문역,2015-04-06,17061,19155
000013307,1호선 동대문역,2015-04-07,17173,19209
000013307,1호선 동대문역,2015-04-08,17939,20169
000013307,1호선 동대문역,2015-04-09,17232,19084
000013307,1호선 동대문역,2015-04-10,18484,20784
000013307,1호선 동대문역,2015-04-11,19078,22024
000013307,1호선 동대문역,2015-04-12,16289,19037
000013307,1호선 동대문역,2015-04-13,16620,18730
000013307,1호선 동대문역,2015-04-14,16001,17581
000013307,1호선 동대문역,2015-04-15,17965,19699
000013307,1호선 동대문역,2015-04-16,16439,18261
000013307,1호선 동대문역,2015-04-17,18356,20597
000013307,1호선 동대문역,2015-04-18,20017,22250
000013307,1호선 동대문역,2015-04-19,12557,14827
000013307,1호선 동대문역,2015-04-20,17125,18607
000013307,1호선 동대문역,2015-04-21,17980,19880
000013307,1호선 동대문역,2015-04-22,17731,19413
000013307,1호선 동대문역,2015-04-23,17973,19982
000013307,1호선 동대문역,2015-04-24,19117,21516
000013307,1호선 동대문역,2015-04-25,19223,21883
000013307,1호선 동대문역,2015-04-26,16059,19265
000013307,1호선 동대문역,2015-04-27,17746,19694
000013307,1호선 동대문역,2015-04-28,17823,19949
000013307,1호선 동대문역,2015-04-29,16973,18576
000013307,1호선 동대문역,2015-04-30,18529,20559
000013307,1호선 동대문역,2015-05-01,20805,25598
000013307,1호선 동대문역,2015-05-02,19878,23953
000013307,1호선 동대문역,2015-05-03,14384,17738
000013307,1호선 동대문역,2015-05-04,20833,24386
000013307,1호선 동대문역,2015-05-05,17943,21565
000013307,1호선 동대문역,2015-05-06,18190,19673
000013307,1호선 동대문역,2015-05-07,17901,19653
000013307,1호선 동대문역,2015-05-08,18564,20981
000013307,1호선 동대문역,2015-05-09,18332,20803
000013307,1호선 동대문역,2015-05-10,16212,19311
000013307,1호선 동대문역,2015-05-11,17324,19320
000013307,1호선 동대문역,2015-05-12,17207,19355
000013307,1호선 동대문역,2015-05-13,18184,20090
000013307,1호선 동대문역,2015-05-14,17596,19721
000013307,1호선 동대문역,2015-05-15,18758,21342
000013307,1호선 동대문역,2015-05-16,21643,25124
000013307,1호선 동대문역,2015-05-17,16786,19550
000013307,1호선 동대문역,2015-05-18,17638,19613
000013307,1호선 동대문역,2015-05-19,17131,19141
000013307,1호선 동대문역,2015-05-20,18145,20024
000013307,1호선 동대문역,2015-05-21,17927,20140
000013307,1호선 동대문역,2015-05-22,18897,21263
000013307,1호선 동대문역,2015-05-23,18672,22202
000013307,1호선 동대문역,2015-05-24,17034,22021
000013307,1호선 동대문역,2015-05-25,16313,19765
000013307,1호선 동대문역,2015-05-26,17592,19499
000013307,1호선 동대문역,2015-05-27,17836,19401
000013307,1호선 동대문역,2015-05-28,17414,19339
000013307,1호선 동대문역,2015-05-29,18473,21299
000013307,1호선 동대문역,2015-05-30,17372,19668
000013307,1호선 동대문역,2015-05-31,14583,17562
000013307,1호선 동대문역,2015-06-01,16969,18944
000013307,1호선 동대문역,2015-06-02,17183,18942
000013307,1호선 동대문역,2015-06-03,16710,18220
000013307,1호선 동대문역,2015-06-04,15659,17018
000013307,1호선 동대문역,2015-06-05,16046,17332
000013307,1호선 동대문역,2015-06-06,13588,14693
000013307,1호선 동대문역,2015-06-07,10561,12710
000013307,1호선 동대문역,2015-06-08,14821,16074
000013307,1호선 동대문역,2015-06-09,14731,15912
000013307,1호선 동대문역,2015-06-10,14871,15825
000013307,1호선 동대문역,2015-06-11,14341,15526
000013307,1호선 동대문역,2015-06-12,15122,16634
000013307,1호선 동대문역,2015-06-13,14020,15020
000013307,1호선 동대문역,2015-06-14,10559,12611
000013307,1호선 동대문역,2015-06-15,14691,15664
000013307,1호선 동대문역,2015-06-16,14308,15384
000013307,1호선 동대문역,2015-06-17,14178,15111
000013307,1호선 동대문역,2015-06-18,14300,15438
000013307,1호선 동대문역,2015-06-19,15014,16263
000013307,1호선 동대문역,2015-06-20,12369,12927
000013307,1호선 동대문역,2015-06-21,11430,13683
000013307,1호선 동대문역,2015-06-22,14957,16160
000013307,1호선 동대문역,2015-06-23,15051,16449
000013307,1호선 동대문역,2015-06-24,15130,16406
000013307,1호선 동대문역,2015-06-25,15225,16729
000013307,1호선 동대문역,2015-06-26,15553,16675
000013307,1호선 동대문역,2015-06-27,15188,16629
000013307,1호선 동대문역,2015-06-28,12098,14324
000013307,1호선 동대문역,2015-06-29,15279,16837
000013307,1호선 동대문역,2015-06-30,15256,16611
000013307,1호선 동대문역,2015-07-01,15495,16994
000013307,1호선 동대문역,2015-07-02,15575,17374
000013307,1호선 동대문역,2015-07-03,16358,17979
000013307,1호선 동대문역,2015-07-04,15819,17296
000013307,1호선 동대문역,2015-07-05,12539,14816
000013307,1호선 동대문역,2015-07-06,15623,17056
000013307,1호선 동대문역,2015-07-07,15896,17518
000013307,1호선 동대문역,2015-07-08,15727,16853
000013307,1호선 동대문역,2015-07-09,15422,16845
000013307,1호선 동대문역,2015-07-10,16241,18196
000013307,1호선 동대문역,2015-07-11,15551,17483
000013307,1호선 동대문역,2015-07-12,10435,12188
000013307,1호선 동대문역,2015-07-13,14455,15670
000013307,1호선 동대문역,2015-07-14,16051,17634
000013307,1호선 동대문역,2015-07-15,16053,17622
000013307,1호선 동대문역,2015-07-16,16150,17716
000013307,1호선 동대문역,2015-07-17,17023,18709
000013307,1호선 동대문역,2015-07-18,16575,18644
000013307,1호선 동대문역,2015-07-19,13049,15632
000013307,1호선 동대문역,2015-07-20,15473,17276
000013307,1호선 동대문역,2015-07-21,15768,17618
000013307,1호선 동대문역,2015-07-22,15602,17338
000013307,1호선 동대문역,2015-07-23,15111,16954
000013307,1호선 동대문역,2015-07-24,15259,16599
000013307,1호선 동대문역,2015-07-25,14152,15756
000013307,1호선 동대문역,2015-07-26,12736,15648
000013307,1호선 동대문역,2015-07-27,15314,17442
000013307,1호선 동대문역,2015-07-28,15820,17827
000013307,1호선 동대문역,2015-07-29,14973,16768
000013307,1호선 동대문역,2015-07-30,16014,18738
000013307,1호선 동대문역,2015-07-31,16563,19388
000013307,1호선 동대문역,2015-08-01,15957,19699
000013307,1호선 동대문역,2015-08-02,14004,17407
000013307,1호선 동대문역,2015-08-03,16561,18861
000013307,1호선 동대문역,2015-08-04,15974,18206
000013307,1호선 동대문역,2015-08-05,15211,17632
000013307,1호선 동대문역,2015-08-06,15385,18385
000013307,1호선 동대문역,2015-08-07,15758,18054
000013307,1호선 동대문역,2015-08-08,14056,16230
000013307,1호선 동대문역,2015-08-09,12584,14683
000013307,1호선 동대문역,2015-08-10,12907,14376
000013307,1호선 동대문역,2015-08-11,13274,15172
000013307,1호선 동대문역,2015-08-12,13217,15241
000013307,1호선 동대문역,2015-08-13,13551,15228
000013307,1호선 동대문역,2015-08-14,13757,17104
000013307,1호선 동대문역,2015-08-15,13559,17412
000013307,1호선 동대문역,2015-08-16,13079,15141
000013307,1호선 동대문역,2015-08-17,15428,18064
000013307,1호선 동대문역,2015-08-18,16293,18421
000013307,1호선 동대문역,2015-08-19,16247,18246
000013307,1호선 동대문역,2015-08-20,15726,17735
000013307,1호선 동대문역,2015-08-21,16552,18446
000013307,1호선 동대문역,2015-08-22,15944,17903
000013307,1호선 동대문역,2015-08-23,13394,16385
000013307,1호선 동대문역,2015-08-24,15589,17448
000013307,1호선 동대문역,2015-08-25,15578,17352
000013307,1호선 동대문역,2015-08-26,16557,18795
000013307,1호선 동대문역,2015-08-27,16380,18502
000013307,1호선 동대문역,2015-08-28,16855,19259
000013307,1호선 동대문역,2015-08-29,16887,19357
000013307,1호선 동대문역,2015-08-30,13263,16165
000013307,1호선 동대문역,2015-08-31,15561,17295
000013307,1호선 동대문역,2015-09-01,16227,17766
000013307,1호선 동대문역,2015-09-02,15883,17820
000013307,1호선 동대문역,2015-09-03,16216,18234
000013307,1호선 동대문역,2015-09-04,16821,18921
000013307,1호선 동대문역,2015-09-05,15922,17901
000013307,1호선 동대문역,2015-09-06,14120,16953
000013307,1호선 동대문역,2015-09-07,16351,18278
000013307,1호선 동대문역,2015-09-08,16384,18324
000013307,1호선 동대문역,2015-09-09,16355,18413
000013307,1호선 동대문역,2015-09-10,16224,18221
000013307,1호선 동대문역,2015-09-11,16901,19236
000013307,1호선 동대문역,2015-09-12,17077,19608
000013307,1호선 동대문역,2015-09-13,14964,18216
000013307,1호선 동대문역,2015-09-14,15864,17891
000013307,1호선 동대문역,2015-09-15,16546,18454
000013307,1호선 동대문역,2015-09-16,16590,18632
000013307,1호선 동대문역,2015-09-17,16472,18294
000013307,1호선 동대문역,2015-09-18,17423,19687
000013307,1호선 동대문역,2015-09-19,17816,20530
000013307,1호선 동대문역,2015-09-20,14496,17818
000013307,1호선 동대문역,2015-09-21,16531,18636
000013307,1호선 동대문역,2015-09-22,16490,18422
000013307,1호선 동대문역,2015-09-23,16640,18485
000013307,1호선 동대문역,2015-09-24,16156,17786
000013307,1호선 동대문역,2015-09-25,16918,18598
000013307,1호선 동대문역,2015-09-26,15176,19227
000013307,1호선 동대문역,2015-09-27,18340,21135
000013307,1호선 동대문역,2015-09-28,15128,16271
000013307,1호선 동대문역,2015-09-29,12846,14620
000013307,1호선 동대문역,2015-09-30,15504,18025
000013307,1호선 동대문역,2015-10-01,14441,16159
000013307,1호선 동대문역,2015-10-02,16768,20462
000013307,1호선 동대문역,2015-10-03,16580,20250
000013307,1호선 동대문역,2015-10-04,13623,17388
000013307,1호선 동대문역,2015-10-05,15984,18642
000013307,1호선 동대문역,2015-10-06,16390,19154
000013307,1호선 동대문역,2015-10-07,16345,18661
000013307,1호선 동대문역,2015-10-08,16708,19642
000013307,1호선 동대문역,2015-10-09,16712,22273
000013307,1호선 동대문역,2015-10-10,15605,18799
000013307,1호선 동대문역,2015-10-11,13705,17020
000013307,1호선 동대문역,2015-10-12,16248,18323
000013307,1호선 동대문역,2015-10-13,16225,18457
000013307,1호선 동대문역,2015-10-14,16136,18469
000013307,1호선 동대문역,2015-10-15,16270,18676
000013307,1호선 동대문역,2015-10-16,16901,20457
000013307,1호선 동대문역,2015-10-17,16879,20412
000013307,1호선 동대문역,2015-10-18,14675,18534
000013307,1호선 동대문역,2015-10-19,15522,18283
000013307,1호선 동대문역,2015-10-20,16111,18733
000013307,1호선 동대문역,2015-10-21,15820,18520
000013307,1호선 동대문역,2015-10-22,15657,18319
000013307,1호선 동대문역,2015-10-23,17009,20145
000013307,1호선 동대문역,2015-10-24,17074,20342
000013307,1호선 동대문역,2015-10-25,15545,19354
000013307,1호선 동대문역,2015-10-26,15996,18437
000013307,1호선 동대문역,2015-10-27,16184,18203
000013307,1호선 동대문역,2015-10-28,16571,18915
000013307,1호선 동대문역,2015-10-29,16213,18824
000013307,1호선 동대문역,2015-10-30,17137,19794
000013307,1호선 동대문역,2015-10-31,17419,20770
000013307,1호선 동대문역,2015-11-01,14825,18294
000013307,1호선 동대문역,2015-11-02,15984,18472
000013307,1호선 동대문역,2015-11-03,16559,18699
000013307,1호선 동대문역,2015-11-04,16607,18656
000013307,1호선 동대문역,2015-11-05,16574,18673
000013307,1호선 동대문역,2015-11-06,17065,20142
000013307,1호선 동대문역,2015-11-07,15053,17575
000013307,1호선 동대문역,2015-11-08,11873,14934
000013307,1호선 동대문역,2015-11-09,15949,17871
000013307,1호선 동대문역,2015-11-10,16484,18800
000013307,1호선 동대문역,2015-11-11,16766,19574
000013307,1호선 동대문역,2015-11-12,16331,19027
000013307,1호선 동대문역,2015-11-13,16010,18800
000013307,1호선 동대문역,2015-11-14,18057,21232
000013307,1호선 동대문역,2015-11-15,15364,18956
000013307,1호선 동대문역,2015-11-16,16309,17844
000013307,1호선 동대문역,2015-11-17,17662,19094
000013307,1호선 동대문역,2015-11-18,15521,17533
000013307,1호선 동대문역,2015-11-19,16319,18628
000013307,1호선 동대문역,2015-11-20,16888,19772
000013307,1호선 동대문역,2015-11-21,17073,21132
000013307,1호선 동대문역,2015-11-22,13863,18270
000013307,1호선 동대문역,2015-11-23,15582,17458
000013307,1호선 동대문역,2015-11-24,16312,18232
000013307,1호선 동대문역,2015-11-25,15911,17502
000013307,1호선 동대문역,2015-11-26,16362,18338
000013307,1호선 동대문역,2015-11-27,16879,18978
000013307,1호선 동대문역,2015-11-28,16295,18758
000013307,1호선 동대문역,2015-11-29,11852,14709
000013307,1호선 동대문역,2015-11-30,16072,18353
000013307,1호선 동대문역,2015-12-01,16477,18771
000013307,1호선 동대문역,2015-12-02,15243,16867
000013307,1호선 동대문역,2015-12-03,15934,17737
000013307,1호선 동대문역,2015-12-04,16769,18719
000013307,1호선 동대문역,2015-12-05,18252,20933
000013307,1호선 동대문역,2015-12-06,14514,17580
000013307,1호선 동대문역,2015-12-07,16455,18607
000013307,1호선 동대문역,2015-12-08,17217,19214
000013307,1호선 동대문역,2015-12-09,16622,18599
000013307,1호선 동대문역,2015-12-10,16207,18059
000013307,1호선 동대문역,2015-12-11,17789,20015
000013307,1호선 동대문역,2015-12-12,18912,21687
000013307,1호선 동대문역,2015-12-13,15248,18846
000013307,1호선 동대문역,2015-12-14,15825,18183
000013307,1호선 동대문역,2015-12-15,17083,19144
000013307,1호선 동대문역,2015-12-16,17210,19452
000013307,1호선 동대문역,2015-12-17,16718,18709
000013307,1호선 동대문역,2015-12-18,17923,20597
000013307,1호선 동대문역,2015-12-19,19300,22639
000013307,1호선 동대문역,2015-12-20,15883,19805
000013307,1호선 동대문역,2015-12-21,16637,18847
000013307,1호선 동대문역,2015-12-22,17870,20456
000013307,1호선 동대문역,2015-12-23,18093,20346
000013307,1호선 동대문역,2015-12-24,18456,21722
000013307,1호선 동대문역,2015-12-25,16992,25550
000013307,1호선 동대문역,2015-12-26,16870,20502
000013307,1호선 동대문역,2015-12-27,13676,17031
000013307,1호선 동대문역,2015-12-28,15727,17972
000013307,1호선 동대문역,2015-12-29,16840,19112
000013307,1호선 동대문역,2015-12-30,17098,19844
000013307,1호선 동대문역,2015-12-31,17352,20070
000013307,1호선 동대문역,2016-01-01,10550,13515
000013307,1호선 동대문역,2016-01-02,14240,18304
000013307,1호선 동대문역,2016-01-03,13481,15120
000013307,1호선 동대문역,2016-01-04,14115,17104
000013307,1호선 동대문역,2016-01-05,15748,17902
000013307,1호선 동대문역,2016-01-06,15864,17718
000013307,1호선 동대문역,2016-01-07,15473,17549
000013307,1호선 동대문역,2016-01-08,15860,17900
000013307,1호선 동대문역,2016-01-09,16873,19178
000013307,1호선 동대문역,2016-01-10,13700,16975
000013307,1호선 동대문역,2016-01-11,15515,17194
000013307,1호선 동대문역,2016-01-12,15636,17526
000013307,1호선 동대문역,2016-01-13,15650,17548
000013307,1호선 동대문역,2016-01-14,15729,17419
000013307,1호선 동대문역,2016-01-15,16813,18887
000013307,1호선 동대문역,2016-01-16,16885,19201
000013307,1호선 동대문역,2016-01-17,13835,16844
000013307,1호선 동대문역,2016-01-18,14801,16638
000013307,1호선 동대문역,2016-01-19,13224,14429
000013307,1호선 동대문역,2016-01-20,14433,16050
000013307,1호선 동대문역,2016-01-21,15036,16724
000013307,1호선 동대문역,2016-01-22,15817,17973
000013307,1호선 동대문역,2016-01-23,14469,16121
000013307,1호선 동대문역,2016-01-24,9430,11556
000013307,1호선 동대문역,2016-01-25,13860,15553
000013307,1호선 동대문역,2016-01-26,15290,16984
000013307,1호선 동대문역,2016-01-27,15928,17999
000013307,1호선 동대문역,2016-01-28,15717,17716
000013307,1호선 동대문역,2016-01-29,16351,18828
000013307,1호선 동대문역,2016-01-30,16253,18372
000013307,1호선 동대문역,2016-01-31,12643,15517
000013307,1호선 동대문역,2016-02-01,14783,16485
000013307,1호선 동대문역,2016-02-02,15364,17046
000013307,1호선 동대문역,2016-02-03,15734,17455
000013307,1호선 동대문역,2016-02-04,15294,16671
000013307,1호선 동대문역,2016-02-05,16204,17327
000013307,1호선 동대문역,2016-02-06,13191,15377
000013307,1호선 동대문역,2016-02-07,13171,17291
000013307,1호선 동대문역,2016-02-08,12679,13549
000013307,1호선 동대문역,2016-02-09,12800,13719
000013307,1호선 동대문역,2016-02-10,11886,13970
000013307,1호선 동대문역,2016-02-11,14044,16991
000013307,1호선 동대문역,2016-02-12,15006,17494
000013307,1호선 동대문역,2016-02-13,15256,17513
000013307,1호선 동대문역,2016-02-14,11623,14791
000013307,1호선 동대문역,2016-02-15,15107,17270
000013307,1호선 동대문역,2016-02-16,15379,17493
000013307,1호선 동대문역,2016-02-17,16541,18907
000013307,1호선 동대문역,2016-02-18,16240,18674
000013307,1호선 동대문역,2016-02-19,16703,19417
000013307,1호선 동대문역,2016-02-20,17383,20001
000013307,1호선 동대문역,2016-02-21,13642,16777
000013307,1호선 동대문역,2016-02-22,15754,17844
000013307,1호선 동대문역,2016-02-23,16386,18661
000013307,1호선 동대문역,2016-02-24,16154,18390
000013307,1호선 동대문역,2016-02-25,16371,18851
000013307,1호선 동대문역,2016-02-26,17321,20080
000013307,1호선 동대문역,2016-02-27,17806,20545
000013307,1호선 동대문역,2016-02-28,13322,16570
000013307,1호선 동대문역,2016-02-29,16042,18741
000013307,1호선 동대문역,2016-03-01,14425,17318
000013307,1호선 동대문역,2016-03-02,16136,18178
000013307,1호선 동대문역,2016-03-03,16264,18264
000013307,1호선 동대문역,2016-03-04,16988,19560
000013307,1호선 동대문역,2016-03-05,14333,15934
000013307,1호선 동대문역,2016-03-06,14449,17959
000013307,1호선 동대문역,2016-03-07,16233,18759
000013307,1호선 동대문역,2016-03-08,16566,19047
000013307,1호선 동대문역,2016-03-09,16505,18803
000013307,1호선 동대문역,2016-03-10,16191,18113
000013307,1호선 동대문역,2016-03-11,17218,19843
000013307,1호선 동대문역,2016-03-12,17328,20881
000013307,1호선 동대문역,2016-03-13,14351,18008
000013307,1호선 동대문역,2016-03-14,16498,18834
000013307,1호선 동대문역,2016-03-15,16912,19385
000013307,1호선 동대문역,2016-03-16,17012,19170
000013307,1호선 동대문역,2016-03-17,16428,18784
000013307,1호선 동대문역,2016-03-18,17567,20530
000013307,1호선 동대문역,2016-03-19,18977,22494
000013307,1호선 동대문역,2016-03-20,16243,19781
000013307,1호선 동대문역,2016-03-21,16761,19384
000013307,1호선 동대문역,2016-03-22,16868,19680
000013307,1호선 동대문역,2016-03-23,16974,19692
000013307,1호선 동대문역,2016-03-24,16849,19530
000013307,1호선 동대문역,2016-03-25,17667,20916
000013307,1호선 동대문역,2016-03-26,18139,22395
000013307,1호선 동대문역,2016-03-27,15372,19321
000013307,1호선 동대문역,2016-03-28,16417,18944
000013307,1호선 동대문역,2016-03-29,16516,19133
000013307,1호선 동대문역,2016-03-30,16975,19445
000013307,1호선 동대문역,2016-03-31,16581,19230
000013307,1호선 동대문역,2016-04-01,17443,20974
000013307,1호선 동대문역,2016-04-02,17499,21176
000013307,1호선 동대문역,2016-04-03,13441,16923
000013307,1호선 동대문역,2016-04-04,16644,19374
000013307,1호선 동대문역,2016-04-05,16816,19226
000013307,1호선 동대문역,2016-04-06,16901,19375
000013307,1호선 동대문역,2016-04-07,16349,18653
000013307,1호선 동대문역,2016-04-08,17472,20325
000013307,1호선 동대문역,2016-04-09,17069,19752
000013307,1호선 동대문역,2016-04-10,14718,18273
000013307,1호선 동대문역,2016-04-11,16420,18939
000013307,1호선 동대문역,2016-04-12,17224,19880
000013307,1호선 동대문역,2016-04-13,15191,18428
000013307,1호선 동대문역,2016-04-14,16219,18479
000013307,1호선 동대문역,2016-04-15,17080,19901
000013307,1호선 동대문역,2016-04-16,15809,18301
000013307,1호선 동대문역,2016-04-17,13777,17007
000013307,1호선 동대문역,2016-04-18,15606,18437
000013307,1호선 동대문역,2016-04-19,16482,18942
000013307,1호선 동대문역,2016-04-20,16643,19045
000013307,1호선 동대문역,2016-04-21,15902,17805
000013307,1호선 동대문역,2016-04-22,17036,19833
000013307,1호선 동대문역,2016-04-23,17183,19628
000013307,1호선 동대문역,2016-04-24,14624,18272
000013307,1호선 동대문역,2016-04-25,16602,18939
000013307,1호선 동대문역,2016-04-26,16829,19157
000013307,1호선 동대문역,2016-04-27,16768,19139
000013307,1호선 동대문역,2016-04-28,17098,19556
000013307,1호선 동대문역,2016-04-29,17854,21165
000013307,1호선 동대문역,2016-04-30,17865,20732
000013307,1호선 동대문역,2016-05-01,16222,19625
000013307,1호선 동대문역,2016-05-02,16735,19369
000013307,1호선 동대문역,2016-05-03,15216,17260
000013307,1호선 동대문역,2016-05-04,18476,21598
000013307,1호선 동대문역,2016-05-05,17103,22110
000013307,1호선 동대문역,2016-05-06,14890,19117
000013307,1호선 동대문역,2016-05-07,18896,21961
000013307,1호선 동대문역,2016-05-08,14044,17654
000013307,1호선 동대문역,2016-05-09,16055,18500
000013307,1호선 동대문역,2016-05-10,15644,17759
000013307,1호선 동대문역,2016-05-11,17450,19866
000013307,1호선 동대문역,2016-05-12,16947,19334
000013307,1호선 동대문역,2016-05-13,17548,20662
000013307,1호선 동대문역,2016-05-14,17329,21152
000013307,1호선 동대문역,2016-05-15,13551,17072
000013307,1호선 동대문역,2016-05-16,17174,19653
000013307,1호선 동대문역,2016-05-17,17133,19677
000013307,1호선 동대문역,2016-05-18,16947,19597
000013307,1호선 동대문역,2016-05-19,16568,19025
000013307,1호선 동대문역,2016-05-20,17168,19944
000013307,1호선 동대문역,2016-05-21,17345,20389
000013307,1호선 동대문역,2016-05-22,14681,18305
000013307,1호선 동대문역,2016-05-23,16533,19009
000013307,1호선 동대문역,2016-05-24,15518,17766
000013307,1호선 동대문역,2016-05-25,17043,19465
000013307,1호선 동대문역,2016-05-26,16495,18946
000013307,1호선 동대문역,2016-05-27,17326,20426
000013307,1호선 동대문역,2016-05-28,17267,20454
000013307,1호선 동대문역,2016-05-29,14177,17599
000013307,1호선 동대문역,2016-05-30,16267,18564
000013307,1호선 동대문역,2016-05-31,16251,18521
000013307,1호선 동대문역,2016-06-01,16602,18712
000013307,1호선 동대문역,2016-06-02,16530,18763
000013307,1호선 동대문역,2016-06-03,17393,20028
000013307,1호선 동대문역,2016-06-04,16716,20158
000013307,1호선 동대문역,2016-06-05,14993,19581
000013307,1호선 동대문역,2016-06-06,14272,17947
000013307,1호선 동대문역,2016-06-07,16241,18294
000013307,1호선 동대문역,2016-06-08,16676,18963
000013307,1호선 동대문역,2016-06-09,16246,18794
000013307,1호선 동대문역,2016-06-10,17197,19962
000013307,1호선 동대문역,2016-06-11,16857,19513
000013307,1호선 동대문역,2016-06-12,13694,17016
000013307,1호선 동대문역,2016-06-13,15919,18170
000013307,1호선 동대문역,2016-06-14,16042,18429
000013307,1호선 동대문역,2016-06-15,15646,17750
000013307,1호선 동대문역,2016-06-16,16425,18802
000013307,1호선 동대문역,2016-06-17,16770,19685
000013307,1호선 동대문역,2016-06-18,16620,19525
000013307,1호선 동대문역,2016-06-19,13548,17000
000013307,1호선 동대문역,2016-06-20,16021,18808
