사용일,호선,노선명,역명,역명_원본,승차총승객수,하차총승객수,총승객수
2019-10-01,2,2호선,신도림역,신도림,64465,63560,128025
2019-10-02,2,2호선,신도림역,신도림,66482,65850,132332
2019-10-03,2,2호선,신도림역,신도림,44532,45144,89676
2019-10-04,2,2호선,신도림역,신도림,64384,64213,128597
2019-10-05,2,2호선,신도림역,신도림,62227,63254,125481
2019-10-06,2,2호선,신도림역,신도림,44010,44396,88406
2019-10-07,2,2호선,신도림역,신도림,60417,59265,119682
2019-10-08,2,2호선,신도림역,신도림,66784,66729,133513
2019-10-09,2,2호선,신도림역,신도림,45643,46282,91925
2019-10-10,2,2호선,신도림역,신도림,63851,63884,127735
2019-10-11,2,2호선,신도림역,신도림,67438,68621,136059
2019-10-12,2,2호선,신도림역,신도림,63560,65716,129276
2019-10-13,2,2호선,신도림역,신도림,43533,44554,88087
2019-10-14,2,2호선,신도림역,신도림,61303,59961,121264
2019-10-15,2,2호선,신도림역,신도림,64602,64632,129234
2019-10-16,2,2호선,신도림역,신도림,64649,64156,128805
2019-10-17,2,2호선,신도림역,신도림,64753,64493,129246
2019-10-18,2,2호선,신도림역,신도림,66239,66295,132534
2019-10-19,2,2호선,신도림역,신도림,63179,64479,127658
2019-10-20,2,2호선,신도림역,신도림,43218,44223,87441
2019-10-21,2,2호선,신도림역,신도림,62040,61100,123140
2019-10-22,2,2호선,신도림역,신도림,62118,61602,123720
2019-10-23,2,2호선,신도림역,신도림,64419,63399,127818
2019-10-24,2,2호선,신도림역,신도림,64089,63663,127752
2019-10-25,2,2호선,신도림역,신도림,68997,68805,137802
2019-10-26,2,2호선,신도림역,신도림,65618,66969,132587
2019-10-27,2,2호선,신도림역,신도림,45967,47291,93258
2019-10-28,2,2호선,신도림역,신도림,62858,62138,124996
2019-10-29,2,2호선,신도림역,신도림,64561,63645,128206
2019-10-30,2,2호선,신도림역,신도림,65441,64189,129630
2019-10-31,2,2호선,신도림역,신도림,64567,63804,128371
2019-11-01,2,2호선,신도림역,신도림,67174,67346,134520
2019-11-02,2,2호선,신도림역,신도림,61276,62687,123963
2019-11-03,2,2호선,신도림역,신도림,42097,42291,84388
2019-11-04,2,2호선,신도림역,신도림,61845,61041,122886
2019-11-05,2,2호선,신도림역,신도림,64009,63404,127413
2019-11-06,2,2호선,신도림역,신도림,64430,63577,128007
2019-11-07,2,2호선,신도림역,신도림,65056,64149,129205
2019-11-08,2,2호선,신도림역,신도림,68738,68414,137152
2019-11-09,2,2호선,신도림역,신도림,61799,62978,124777
2019-11-10,2,2호선,신도림역,신도림,42323,42317,84640
2019-11-11,2,2호선,신도림역,신도림,62179,61289,123468
2019-11-12,2,2호선,신도림역,신도림,63531,62616,126147
2019-11-13,2,2호선,신도림역,신도림,63722,63124,126846
2019-11-14,2,2호선,신도림역,신도림,63852,63517,127369
2019-11-15,2,2호선,신도림역,신도림,66233,65631,131864
2019-11-16,2,2호선,신도림역,신도림,60905,62206,123111
2019-11-17,2,2호선,신도림역,신도림,39269,39063,78332
2019-11-18,2,2호선,신도림역,신도림,62409,61173,123582
2019-11-19,2,2호선,신도림역,신도림,62664,61877,124541
2019-11-20,2,2호선,신도림역,신도림,63035,63647,126682
2019-11-21,2,2호선,신도림역,신도림,65315,65380,130695
2019-11-22,2,2호선,신도림역,신도림,67181,68484,135665
2019-11-23,2,2호선,신도림역,신도림,60221,62727,122948
2019-11-24,2,2호선,신도림역,신도림,40439,40965,81404
2019-11-25,2,2호선,신도림역,신도림,61449,60716,122165
2019-11-26,2,2호선,신도림역,신도림,63351,62300,125651
2019-11-27,2,2호선,신도림역,신도림,66189,65262,131451
2019-11-28,2,2호선,신도림역,신도림,66744,65554,132298
2019-11-29,2,2호선,신도림역,신도림,68642,68590,137232
2019-11-30,2,2호선,신도림역,신도림,61926,62835,124761
2019-12-01,2,2호선,신도림역,신도림,39492,39606,79098
2019-12-02,2,2호선,신도림역,신도림,62402,61123,123525
2019-12-03,2,2호선,신도림역,신도림,63799,62598,126397
2019-12-04,2,2호선,신도림역,신도림,64529,63373,127902
2019-12-05,2,2호선,신도림역,신도림,64774,63610,128384
2019-12-06,2,2호선,신도림역,신도림,67787,66692,134479
2019-12-07,2,2호선,신도림역,신도림,62973,64068,127041
2019-12-08,2,2호선,신도림역,신도림,43760,43012,86772
2019-12-09,2,2호선,신도림역,신도림,62799,61348,124147
2019-12-10,2,2호선,신도림역,신도림,63213,62511,125724
2019-12-11,2,2호선,신도림역,신도림,66094,65593,131687
2019-12-12,2,2호선,신도림역,신도림,67183,66269,133452
2019-12-13,2,2호선,신도림역,신도림,69346,69847,139193
2019-12-14,2,2호선,신도림역,신도림,65760,67946,133706
2019-12-15,2,2호선,신도림역,신도림,44112,44903,89015
2019-12-16,2,2호선,신도림역,신도림,63798,62946,126744
2019-12-17,2,2호선,신도림역,신도림,64164,63714,127878
2019-12-18,2,2호선,신도림역,신도림,68122,67628,135750
2019-12-19,2,2호선,신도림역,신도림,69118,68239,137357
2019-12-20,2,2호선,신도림역,신도림,70838,71168,142006
2019-12-21,2,2호선,신도림역,신도림,64558,65716,130274
2019-12-22,2,2호선,신도림역,신도림,41928,42347,84275
2019-12-23,2,2호선,신도림역,신도림,65795,65070,130865
2019-12-24,2,2호선,신도림역,신도림,67697,68033,135730
2019-12-25,2,2호선,신도림역,신도림,41506,42116,83622
2019-12-26,2,2호선,신도림역,신도림,64374,63405,127779
2019-12-27,2,2호선,신도림역,신도림,66861,66295,133156
2019-12-28,2,2호선,신도림역,신도림,57379,57568,114947
2019-12-29,2,2호선,신도림역,신도림,37830,38317,76147
2019-12-30,2,2호선,신도림역,신도림,62706,61969,124675
2019-12-31,2,2호선,신도림역,신도림,59934,60717,120651
2020-01-01,2,2호선,신도림역,신도림,26096,26716,52812
2020-01-02,2,2호선,신도림역,신도림,59576,58568,118144
2020-01-03,2,2호선,신도림역,신도림,62801,62386,125187
2020-01-04,2,2호선,신도림역,신도림,54259,54953,109212
2020-01-05,2,2호선,신도림역,신도림,37315,37526,74841
2020-01-06,2,2호선,신도림역,신도림,61303,59841,121144
2020-01-07,2,2호선,신도림역,신도림,59593,58223,117816
2020-01-08,2,2호선,신도림역,신도림,61735,60597,122332
2020-01-09,2,2호선,신도림역,신도림,63232,62383,125615
2020-01-10,2,2호선,신도림역,신도림,65596,65659,131255
2020-01-11,2,2호선,신도림역,신도림,59891,60232,120123
2020-01-12,2,2호선,신도림역,신도림,38120,38394,76514
2020-01-13,2,2호선,신도림역,신도림,60409,59403,119812
2020-01-14,2,2호선,신도림역,신도림,60558,59215,119773
2020-01-15,2,2호선,신도림역,신도림,62706,61934,124640
2020-01-16,2,2호선,신도림역,신도림,63464,62514,125978
2020-01-17,2,2호선,신도림역,신도림,65063,65375,130438
2020-01-18,2,2호선,신도림역,신도림,57251,57479,114730
2020-01-19,2,2호선,신도림역,신도림,38367,37490,75857
2020-01-20,2,2호선,신도림역,신도림,61601,60033,121634
2020-01-21,2,2호선,신도림역,신도림,61771,61071,122842
2020-01-22,2,2호선,신도림역,신도림,63950,62732,126682
2020-01-23,2,2호선,신도림역,신도림,60940,60137,121077
2020-01-24,2,2호선,신도림역,신도림,24206,23706,47912
2020-01-25,2,2호선,신도림역,신도림,18073,18080,36153
2020-01-26,2,2호선,신도림역,신도림,26439,27467,53906
2020-01-27,2,2호선,신도림역,신도림,30084,30670,60754
2020-01-28,2,2호선,신도림역,신도림,55822,54845,110667
2020-01-29,2,2호선,신도림역,신도림,58608,57728,116336
2020-01-30,2,2호선,신도림역,신도림,59792,59044,118836
2020-01-31,2,2호선,신도림역,신도림,59598,59191,118789
2020-02-01,2,2호선,신도림역,신도림,45435,46224,91659
2020-02-02,2,2호선,신도림역,신도림,30744,31004,61748
2020-02-03,2,2호선,신도림역,신도림,54333,52871,107204
2020-02-04,2,2호선,신도림역,신도림,54226,53111,107337
2020-02-05,2,2호선,신도림역,신도림,52817,51494,104311
2020-02-06,2,2호선,신도림역,신도림,53086,51782,104868
2020-02-07,2,2호선,신도림역,신도림,55839,55615,111454
2020-02-08,2,2호선,신도림역,신도림,43365,43610,86975
2020-02-09,2,2호선,신도림역,신도림,29359,29856,59215
2020-02-10,2,2호선,신도림역,신도림,52903,51940,104843
2020-02-11,2,2호선,신도림역,신도림,54598,53409,108007
2020-02-12,2,2호선,신도림역,신도림,54919,53304,108223
2020-02-13,2,2호선,신도림역,신도림,56585,56235,112820
2020-02-14,2,2호선,신도림역,신도림,61139,60335,121474
2020-02-15,2,2호선,신도림역,신도림,48709,49796,98505
2020-02-16,2,2호선,신도림역,신도림,31280,31941,63221
2020-02-17,2,2호선,신도림역,신도림,55287,54259,109546
2020-02-18,2,2호선,신도림역,신도림,56116,54884,111000
2020-02-19,2,2호선,신도림역,신도림,55821,55414,111235
2020-02-20,2,2호선,신도림역,신도림,55770,54881,110651
2020-02-21,2,2호선,신도림역,신도림,54172,53782,107954
2020-02-22,2,2호선,신도림역,신도림,38126,38630,76756
2020-02-23,2,2호선,신도림역,신도림,23211,23540,46751
2020-02-24,2,2호선,신도림역,신도림,45541,44633,90174
2020-02-25,2,2호선,신도림역,신도림,41450,40536,81986
2020-02-26,2,2호선,신도림역,신도림,42718,41864,84582
2020-02-27,2,2호선,신도림역,신도림,42660,40941,83601
2020-02-28,2,2호선,신도림역,신도림,40750,39964,80714
2020-02-29,2,2호선,신도림역,신도림,25913,26035,51948
2020-03-01,2,2호선,신도림역,신도림,16094,16427,32521
2020-03-02,2,2호선,신도림역,신도림,39840,38870,78710
2020-03-03,2,2호선,신도림역,신도림,39058,38536,77594
2020-03-04,2,2호선,신도림역,신도림,39541,38554,78095
2020-03-05,2,2호선,신도림역,신도림,40521,39409,79930
2020-03-06,2,2호선,신도림역,신도림,42024,41677,83701
2020-03-07,2,2호선,신도림역,신도림,27600,27924,55524
2020-03-08,2,2호선,신도림역,신도림,17599,17780,35379
2020-03-09,2,2호선,신도림역,신도림,41780,40696,82476
2020-03-10,2,2호선,신도림역,신도림,36401,34859,71260
2020-03-11,2,2호선,신도림역,신도림,35656,34011,69667
2020-03-12,2,2호선,신도림역,신도림,34218,33123,67341
2020-03-13,2,2호선,신도림역,신도림,35633,34365,69998
2020-03-14,2,2호선,신도림역,신도림,23517,23168,46685
2020-03-15,2,2호선,신도림역,신도림,14737,14858,29595
2020-03-16,2,2호선,신도림역,신도림,35747,34432,70179
2020-03-17,2,2호선,신도림역,신도림,36695,35625,72320
2020-03-18,2,2호선,신도림역,신도림,37869,36868,74737
2020-03-19,2,2호선,신도림역,신도림,36819,35541,72360
2020-03-20,2,2호선,신도림역,신도림,40589,39803,80392
2020-03-21,2,2호선,신도림역,신도림,26325,26290,52615
2020-03-22,2,2호선,신도림역,신도림,16647,16910,33557
2020-03-23,2,2호선,신도림역,신도림,39097,37973,77070
2020-03-24,2,2호선,신도림역,신도림,38365,37200,75565
2020-03-25,2,2호선,신도림역,신도림,40402,39113,79515
2020-03-26,2,2호선,신도림역,신도림,39569,38639,78208
2020-03-27,2,2호선,신도림역,신도림,41776,41064,82840
2020-03-28,2,2호선,신도림역,신도림,27109,27321,54430
2020-03-29,2,2호선,신도림역,신도림,17941,18107,36048
2020-03-30,2,2호선,신도림역,신도림,40281,39016,79297
2020-03-31,2,2호선,신도림역,신도림,40326,39342,79668
2020-04-01,2,2호선,신도림역,신도림,40806,40003,80809
2020-04-02,2,2호선,신도림역,신도림,41152,40245,81397
2020-04-03,2,2호선,신도림역,신도림,43180,42906,86086
2020-04-04,2,2호선,신도림역,신도림,27804,27759,55563
2020-04-05,2,2호선,신도림역,신도림,18766,19343,38109
2020-04-06,2,2호선,신도림역,신도림,41817,40707,82524
2020-04-07,2,2호선,신도림역,신도림,41878,40654,82532
2020-04-08,2,2호선,신도림역,신도림,42452,41482,83934
2020-04-09,2,2호선,신도림역,신도림,42295,41210,83505
2020-04-10,2,2호선,신도림역,신도림,44866,44359,89225
2020-04-11,2,2호선,신도림역,신도림,30034,30258,60292
2020-04-12,2,2호선,신도림역,신도림,19278,19555,38833
2020-04-13,2,2호선,신도림역,신도림,42792,41928,84720
2020-04-14,2,2호선,신도림역,신도림,48700,47020,95720
2020-04-15,2,2호선,신도림역,신도림,25236,24812,50048
2020-04-16,2,2호선,신도림역,신도림,43448,42454,85902
2020-04-17,2,2호선,신도림역,신도림,44557,43913,88470
2020-04-18,2,2호선,신도림역,신도림,32919,33344,66263
2020-04-19,2,2호선,신도림역,신도림,19837,19795,39632
2020-04-20,2,2호선,신도림역,신도림,43780,42586,86366
2020-04-21,2,2호선,신도림역,신도림,44434,43343,87777
2020-04-22,2,2호선,신도림역,신도림,45710,44388,90098
2020-04-23,2,2호선,신도림역,신도림,45961,44790,90751
2020-04-24,2,2호선,신도림역,신도림,48204,47824,96028
2020-04-25,2,2호선,신도림역,신도림,35658,35901,71559
2020-04-26,2,2호선,신도림역,신도림,22985,23106,46091
2020-04-27,2,2호선,신도림역,신도림,46210,44951,91161
2020-04-28,2,2호선,신도림역,신도림,46371,45297,91668
2020-04-29,2,2호선,신도림역,신도림,50027,49767,99794
2020-04-30,2,2호선,신도림역,신도림,29391,29078,58469
2024-02-01,2,2호선,신도림역,신도림,53347,51865,105212
2024-02-02,2,2호선,신도림역,신도림,55974,55200,111174
2024-02-03,2,2호선,신도림역,신도림,44935,45570,90505
2024-02-04,2,2호선,신도림역,신도림,30531,30356,60887
2024-02-05,2,2호선,신도림역,신도림,51028,49389,100417
2024-02-06,2,2호선,신도림역,신도림,53085,51257,104342
2024-02-07,2,2호선,신도림역,신도림,53551,51952,105503
2024-02-08,2,2호선,신도림역,신도림,52787,50984,103771
2024-02-09,2,2호선,신도림역,신도림,21283,20527,41810
2024-02-10,2,2호선,신도림역,신도림,14591,14796,29387
2024-02-11,2,2호선,신도림역,신도림,20994,22042,43036
2024-02-12,2,2호선,신도림역,신도림,24889,25858,50747
2024-02-13,2,2호선,신도림역,신도림,49623,48456,98079
2024-02-14,2,2호선,신도림역,신도림,54265,52847,107112
2024-02-15,2,2호선,신도림역,신도림,52823,51529,104352
2024-02-16,2,2호선,신도림역,신도림,57237,56574,113811
2024-02-17,2,2호선,신도림역,신도림,48416,49385,97801
2024-02-18,2,2호선,신도림역,신도림,33828,34084,67912
2024-02-19,2,2호선,신도림역,신도림,50677,49306,99983
2024-02-20,2,2호선,신도림역,신도림,53575,51906,105481
2024-02-21,2,2호선,신도림역,신도림,52897,51090,103987
2024-02-22,2,2호선,신도림역,신도림,55961,53962,109923
2024-02-23,2,2호선,신도림역,신도림,56577,55863,112440
2024-02-24,2,2호선,신도림역,신도림,50535,50828,101363
2024-02-25,2,2호선,신도림역,신도림,34979,34724,69703
2024-02-26,2,2호선,신도림역,신도림,53729,51607,105336
2024-02-27,2,2호선,신도림역,신도림,54235,52560,106795
2024-02-28,2,2호선,신도림역,신도림,55711,54101,109812
2024-02-29,2,2호선,신도림역,신도림,57016,56144,113160
2025-02-01,2,2호선,신도림역,신도림,38601,38678,77279
2025-02-02,2,2호선,신도림역,신도림,28916,28361,57277
2025-02-03,2,2호선,신도림역,신도림,52248,49441,101689
2025-02-04,2,2호선,신도림역,신도림,50337,47980,98317
2025-02-05,2,2호선,신도림역,신도림,52422,49647,102069
2025-02-06,2,2호선,신도림역,신도림,53914,51784,105698
2025-02-07,2,2호선,신도림역,신도림,55502,53698,109200
2025-02-08,2,2호선,신도림역,신도림,48355,48132,96487
2025-02-09,2,2호선,신도림역,신도림,33720,33182,66902
2025-02-10,2,2호선,신도림역,신도림,52615,49901,102516
2025-02-11,2,2호선,신도림역,신도림,53790,51294,105084
2025-02-12,2,2호선,신도림역,신도림,54154,51582,105736
2025-02-13,2,2호선,신도림역,신도림,56136,53665,109801
2025-02-14,2,2호선,신도림역,신도림,57685,55978,113663
2025-02-15,2,2호선,신도림역,신도림,51217,51021,102238
2025-02-16,2,2호선,신도림역,신도림,37240,36534,73774
2025-02-17,2,2호선,신도림역,신도림,52788,50056,102844
2025-02-18,2,2호선,신도림역,신도림,54017,51237,105254
2025-02-19,2,2호선,신도림역,신도림,55304,52447,107751
2025-02-20,2,2호선,신도림역,신도림,55529,53249,108778
2025-02-21,2,2호선,신도림역,신도림,58087,56079,114166
2025-02-22,2,2호선,신도림역,신도림,52493,52128,104621
2025-02-23,2,2호선,신도림역,신도림,35835,35400,71235
2025-02-24,2,2호선,신도림역,신도림,53159,50814,103973
2025-02-25,2,2호선,신도림역,신도림,53371,50763,104134
2025-02-26,2,2호선,신도림역,신도림,56401,53552,109953
2025-02-27,2,2호선,신도림역,신도림,56741,54313,111054
2025-02-28,2,2호선,신도림역,신도림,57622,56510,114132
2015-01-03,,경부선,신도림역,신도림,1,0,1
2015-01-05,,경부선,신도림역,신도림,1,0,1
2015-01-06,,경부선,신도림역,신도림,1,0,1
2015-01-12,,경부선,신도림역,신도림,1,0,1
2015-01-15,,경부선,신도림역,신도림,2,0,2
2015-01-17,,경부선,신도림역,신도림,2,0,2
2015-02-03,,경부선,신도림역,신도림,1,0,1
2015-02-09,,경부선,신도림역,신도림,1,0,1
2015-02-12,,경부선,신도림역,신도림,1,0,1
2015-02-13,,경부선,신도림역,신도림,1,0,1
2015-02-15,,경부선,신도림역,신도림,1,0,1
2015-02-18,,경부선,신도림역,신도림,1,0,1
2015-02-20,,경부선,신도림역,신도림,1,0,1
2015-02-23,,경부선,신도림역,신도림,1,0,1
2015-02-24,,경부선,신도림역,신도림,1,0,1
2015-02-25,,경부선,신도림역,신도림,2,0,2
2015-02-27,,경부선,신도림역,신도림,3,0,3
2015-02-28,,경부선,신도림역,신도림,4,0,4
2015-03-03,,경부선,신도림역,신도림,1,0,1
2015-03-04,,경부선,신도림역,신도림,1,0,1
2015-03-11,,경부선,신도림역,신도림,1,0,1
2015-03-13,,경부선,신도림역,신도림,1,0,1
2015-03-14,,경부선,신도림역,신도림,1,0,1
2015-03-15,,경부선,신도림역,신도림,4,0,4
2015-03-19,,경부선,신도림역,신도림,1,0,1
2015-03-24,,경부선,신도림역,신도림,3,0,3
2015-03-26,,경부선,신도림역,신도림,1,0,1
2015-03-27,,경부선,신도림역,신도림,1,0,1
2015-03-28,,경부선,신도림역,신도림,2,0,2
2015-03-29,,경부선,신도림역,신도림,1,0,1
2015-04-01,,경부선,신도림역,신도림,1,0,1
2015-04-03,,경부선,신도림역,신도림,3,0,3
2015-04-06,,경부선,신도림역,신도림,1,0,1
2015-04-07,,경부선,신도림역,신도림,1,0,1
2015-04-08,,경부선,신도림역,신도림,1,0,1
2015-04-15,,경부선,신도림역,신도림,1,0,1
2015-04-17,,경부선,신도림역,신도림,1,0,1
2015-04-20,,경부선,신도림역,신도림,1,0,1
2015-04-27,,경부선,신도림역,신도림,1,0,1
2015-04-29,,경부선,신도림역,신도림,2,0,2
2015-04-30,,경부선,신도림역,신도림,1,0,1
2015-05-01,,경부선,신도림역,신도림,2,0,2
2015-05-02,,경부선,신도림역,신도림,1,0,1
2015-05-03,,경부선,신도림역,신도림,1,0,1
2015-05-07,,경부선,신도림역,신도림,1,0,1
2015-05-12,,경부선,신도림역,신도림,3,0,3
2015-05-14,,경부선,신도림역,신도림,1,0,1
2015-05-16,,경부선,신도림역,신도림,1,0,1
2015-05-17,,경부선,신도림역,신도림,1,0,1
2015-05-18,,경부선,신도림역,신도림,2,0,2
2015-05-19,,경부선,신도림역,신도림,14,14,28
2015-05-20,,경부선,신도림역,신도림,20,4,24
2015-05-21,,경부선,신도림역,신도림,32,24,56
2015-05-22,,경부선,신도림역,신도림,9,14,23
2015-05-23,,경부선,신도림역,신도림,1452,1637,3089
2015-05-24,,경부선,신도림역,신도림,1250,1503,2753
2015-05-25,,경부선,신도림역,신도림,1345,1523,2868
2015-05-26,,경부선,신도림역,신도림,1555,1617,3172
2015-05-27,,경부선,신도림역,신도림,1873,1881,3754
2015-05-28,,경부선,신도림역,신도림,2081,2025,4106
2015-05-29,,경부선,신도림역,신도림,2334,2368,4702
2015-05-30,,경부선,신도림역,신도림,1938,2376,4314
2015-05-31,,경부선,신도림역,신도림,1483,1596,3079
2015-06-01,,경부선,신도림역,신도림,2765,2394,5159
2015-06-02,,경부선,신도림역,신도림,3254,2549,5803
2015-06-03,,경부선,신도림역,신도림,3337,2711,6048
2015-06-04,,경부선,신도림역,신도림,3458,2770,6228
2015-06-05,,경부선,신도림역,신도림,3238,2831,6069
2015-06-06,,경부선,신도림역,신도림,2432,2076,4508
2015-06-07,,경부선,신도림역,신도림,1764,1518,3282
2015-06-08,,경부선,신도림역,신도림,3487,2865,6352
2015-06-09,,경부선,신도림역,신도림,3573,2978,6551
2015-06-10,,경부선,신도림역,신도림,3603,2955,6558
2015-06-11,,경부선,신도림역,신도림,3394,2892,6286
2015-06-12,,경부선,신도림역,신도림,3647,3091,6738
2015-06-13,,경부선,신도림역,신도림,2804,2366,5170
2015-06-14,,경부선,신도림역,신도림,1962,1586,3548
2015-06-15,,경부선,신도림역,신도림,3778,3109,6887
2015-06-16,,경부선,신도림역,신도림,3848,3295,7143
2015-06-17,,경부선,신도림역,신도림,3709,3154,6863
2015-06-18,,경부선,신도림역,신도림,3795,3245,7040
2015-06-19,,경부선,신도림역,신도림,3981,3388,7369
2015-06-20,,경부선,신도림역,신도림,2335,2151,4486
2015-06-21,,경부선,신도림역,신도림,2248,1902,4150
2015-06-22,,경부선,신도림역,신도림,4079,3350,7429
2015-06-23,,경부선,신도림역,신도림,3913,3450,7363
2015-06-24,,경부선,신도림역,신도림,4095,3587,7682
2015-06-25,,경부선,신도림역,신도림,3809,3473,7282
2015-06-26,,경부선,신도림역,신도림,3804,3474,7278
2015-06-27,,경부선,신도림역,신도림,3400,3208,6608
2015-06-28,,경부선,신도림역,신도림,2333,1958,4291
2015-06-29,,경부선,신도림역,신도림,4002,3491,7493
2015-06-30,,경부선,신도림역,신도림,3859,3361,7220
2015-07-01,,경부선,신도림역,신도림,4190,3568,7758
2015-07-02,,경부선,신도림역,신도림,4290,3756,8046
2015-07-03,,경부선,신도림역,신도림,4301,3888,8189
2015-07-04,,경부선,신도림역,신도림,3348,3154,6502
2015-07-05,,경부선,신도림역,신도림,2292,2066,4358
2015-07-06,,경부선,신도림역,신도림,4190,3623,7813
2015-07-07,,경부선,신도림역,신도림,4313,3776,8089
2015-07-08,,경부선,신도림역,신도림,4203,3801,8004
2015-07-09,,경부선,신도림역,신도림,4379,3817,8196
2015-07-10,,경부선,신도림역,신도림,4276,3887,8163
2015-07-11,,경부선,신도림역,신도림,2934,2893,5827
2015-07-12,,경부선,신도림역,신도림,1433,1635,3068
2015-07-13,,경부선,신도림역,신도림,3721,3452,7173
2015-07-14,,경부선,신도림역,신도림,4357,3754,8111
2015-07-15,,경부선,신도림역,신도림,4262,3760,8022
2015-07-16,,경부선,신도림역,신도림,4364,3956,8320
2015-07-17,,경부선,신도림역,신도림,4452,4023,8475
2015-07-18,,경부선,신도림역,신도림,3253,2890,6143
2015-07-19,,경부선,신도림역,신도림,2321,2157,4478
2015-07-20,,경부선,신도림역,신도림,4248,3874,8122
2015-07-21,,경부선,신도림역,신도림,4361,3734,8095
2015-07-22,,경부선,신도림역,신도림,4115,3829,7944
2015-07-23,,경부선,신도림역,신도림,4014,3531,7545
2015-07-24,,경부선,신도림역,신도림,3766,3462,7228
2015-07-25,,경부선,신도림역,신도림,2513,2379,4892
2015-07-26,,경부선,신도림역,신도림,2019,2049,4068
2015-07-27,,경부선,신도림역,신도림,4078,3691,7769
2015-07-28,,경부선,신도림역,신도림,3999,3754,7753
2015-07-29,,경부선,신도림역,신도림,3763,3525,7288
2015-07-30,,경부선,신도림역,신도림,3859,3531,7390
2015-07-31,,경부선,신도림역,신도림,3878,3517,7395
2015-08-01,,경부선,신도림역,신도림,2772,2358,5130
2015-08-02,,경부선,신도림역,신도림,1865,1907,3772
2015-08-03,,경부선,신도림역,신도림,3567,3208,6775
2015-08-04,,경부선,신도림역,신도림,3630,3182,6812
2015-08-05,,경부선,신도림역,신도림,3725,3395,7120
2015-08-06,,경부선,신도림역,신도림,3747,3463,7210
2015-08-07,,경부선,신도림역,신도림,3770,3436,7206
2015-08-08,,경부선,신도림역,신도림,2711,2587,5298
2015-08-09,,경부선,신도림역,신도림,2084,2064,4148
2015-08-10,,경부선,신도림역,신도림,3985,3648,7633
2015-08-11,,경부선,신도림역,신도림,4111,3739,7850
2015-08-12,,경부선,신도림역,신도림,4041,3705,7746
2015-08-13,,경부선,신도림역,신도림,3991,3685,7676
2015-08-14,,경부선,신도림역,신도림,3152,2936,6088
2015-08-15,,경부선,신도림역,신도림,2532,2680,5212
2015-08-16,,경부선,신도림역,신도림,1727,1755,3482
2015-08-17,,경부선,신도림역,신도림,3966,3761,7727
2015-08-18,,경부선,신도림역,신도림,4141,3899,8040
2015-08-19,,경부선,신도림역,신도림,4163,3978,8141
2015-08-20,,경부선,신도림역,신도림,4251,3877,8128
2015-08-21,,경부선,신도림역,신도림,4215,3889,8104
2015-08-22,,경부선,신도림역,신도림,3255,3073,6328
2015-08-23,,경부선,신도림역,신도림,2204,2317,4521
2015-08-24,,경부선,신도림역,신도림,4121,3977,8098
2015-08-25,,경부선,신도림역,신도림,3651,3599,7250
2015-08-26,,경부선,신도림역,신도림,4430,4036,8466
2015-08-27,,경부선,신도림역,신도림,4251,4018,8269
2015-08-28,,경부선,신도림역,신도림,4423,4171,8594
2015-08-29,,경부선,신도림역,신도림,3576,3296,6872
2015-08-30,,경부선,신도림역,신도림,2289,2379,4668
2015-08-31,,경부선,신도림역,신도림,4285,4060,8345
2015-09-01,,경부선,신도림역,신도림,4437,4036,8473
2015-09-02,,경부선,신도림역,신도림,4293,4056,8349
2015-09-03,,경부선,신도림역,신도림,4494,4108,8602
2015-09-04,,경부선,신도림역,신도림,4459,4305,8764
2015-09-05,,경부선,신도림역,신도림,3110,3310,6420
2015-09-06,,경부선,신도림역,신도림,2379,2384,4763
2015-09-07,,경부선,신도림역,신도림,4604,4301,8905
2015-09-08,,경부선,신도림역,신도림,4574,4285,8859
2015-09-09,,경부선,신도림역,신도림,4519,4314,8833
2015-09-10,,경부선,신도림역,신도림,4751,4348,9099
2015-09-11,,경부선,신도림역,신도림,4238,4220,8458
2015-09-12,,경부선,신도림역,신도림,3490,3575,7065
2015-09-13,,경부선,신도림역,신도림,2461,2475,4936
2015-09-14,,경부선,신도림역,신도림,4605,4233,8838
2015-09-15,,경부선,신도림역,신도림,4532,4405,8937
2015-09-16,,경부선,신도림역,신도림,4441,4621,9062
2015-09-17,,경부선,신도림역,신도림,4547,4384,8931
2015-09-18,,경부선,신도림역,신도림,4728,4435,9163
2015-09-19,,경부선,신도림역,신도림,3728,3821,7549
2015-09-20,,경부선,신도림역,신도림,2522,2613,5135
2015-09-21,,경부선,신도림역,신도림,4636,4275,8911
2015-09-22,,경부선,신도림역,신도림,4578,4406,8984
2015-09-23,,경부선,신도림역,신도림,4701,4494,9195
2015-09-24,,경부선,신도림역,신도림,4520,4325,8845
2015-09-25,,경부선,신도림역,신도림,4527,4196,8723
2015-09-26,,경부선,신도림역,신도림,1888,1581,3469
2015-09-27,,경부선,신도림역,신도림,1679,1676,3355
2015-09-28,,경부선,신도림역,신도림,1951,2184,4135
2015-09-29,,경부선,신도림역,신도림,2348,2635,4983
2015-09-30,,경부선,신도림역,신도림,4411,4258,8669
2015-10-01,,경부선,신도림역,신도림,3871,3976,7847
2015-10-02,,경부선,신도림역,신도림,4614,4637,9251
2015-10-03,,경부선,신도림역,신도림,3685,4129,7814
2015-10-04,,경부선,신도림역,신도림,2572,2692,5264
2015-10-05,,경부선,신도림역,신도림,4558,4446,9004
2015-10-06,,경부선,신도림역,신도림,4750,4574,9324
