사용일,호선,노선명,역명,역명_원본,승차총승객수,하차총승객수,총승객수
2015-01-01,5,5호선,강동역,강동,8418,7459,15877
2015-01-02,5,5호선,강동역,강동,19166,15501,34667
2015-01-03,5,5호선,강동역,강동,14758,12186,26944
2015-01-04,5,5호선,강동역,강동,11123,9919,21042
2015-01-05,5,5호선,강동역,강동,22112,18490,40602
2015-01-06,5,5호선,강동역,강동,22322,18481,40803
2015-01-07,5,5호선,강동역,강동,21912,18224,40136
2015-01-08,5,5호선,강동역,강동,21967,18461,40428
2015-01-09,5,5호선,강동역,강동,22454,18287,40741
2015-01-10,5,5호선,강동역,강동,18006,15121,33127
2015-01-11,5,5호선,강동역,강동,11832,10499,22331
2015-01-12,5,5호선,강동역,강동,22073,18335,40408
2015-01-13,5,5호선,강동역,강동,22246,18569,40815
2015-01-14,5,5호선,강동역,강동,22073,18772,40845
2015-01-15,5,5호선,강동역,강동,22274,18756,41030
2015-01-16,5,5호선,강동역,강동,22338,18190,40528
2015-01-17,5,5호선,강동역,강동,18157,15439,33596
2015-01-18,5,5호선,강동역,강동,12100,10661,22761
2015-01-19,5,5호선,강동역,강동,22228,18500,40728
2015-01-20,5,5호선,강동역,강동,22149,18571,40720
2015-01-21,5,5호선,강동역,강동,22014,18531,40545
2015-01-22,5,5호선,강동역,강동,21931,18650,40581
2015-01-23,5,5호선,강동역,강동,22577,18405,40982
2015-01-24,5,5호선,강동역,강동,17879,15101,32980
2015-01-25,5,5호선,강동역,강동,11628,10467,22095
2015-01-26,5,5호선,강동역,강동,21598,18103,39701
2015-01-27,5,5호선,강동역,강동,22165,18603,40768
2015-01-28,5,5호선,강동역,강동,21694,18112,39806
2015-01-29,5,5호선,강동역,강동,21906,18536,40442
2015-01-30,5,5호선,강동역,강동,22228,18350,40578
2015-01-31,5,5호선,강동역,강동,16585,13873,30458
2015-02-01,5,5호선,강동역,강동,11068,9602,20670
2015-02-02,5,5호선,강동역,강동,21673,18188,39861
2015-02-03,5,5호선,강동역,강동,21891,18352,40243
2015-02-04,5,5호선,강동역,강동,22644,19102,41746
2015-02-05,5,5호선,강동역,강동,21995,18599,40594
2015-02-06,5,5호선,강동역,강동,22574,18756,41330
2015-02-07,5,5호선,강동역,강동,18815,16126,34941
2015-02-08,5,5호선,강동역,강동,11625,10695,22320
2015-02-09,5,5호선,강동역,강동,22003,18634,40637
2015-02-10,5,5호선,강동역,강동,22170,18441,40611
2015-02-11,5,5호선,강동역,강동,21886,18282,40168
2015-02-12,5,5호선,강동역,강동,22157,18516,40673
2015-02-13,5,5호선,강동역,강동,22232,18082,40314
2015-02-14,5,5호선,강동역,강동,17321,14809,32130
2015-02-15,5,5호선,강동역,강동,11216,9984,21200
2015-02-16,5,5호선,강동역,강동,21262,17658,38920
2015-02-17,5,5호선,강동역,강동,19934,16007,35941
2015-02-18,5,5호선,강동역,강동,7690,6492,14182
2015-02-19,5,5호선,강동역,강동,7758,6742,14500
2015-02-20,5,5호선,강동역,강동,8825,7559,16384
2015-02-21,5,5호선,강동역,강동,10993,9577,20570
2015-02-22,5,5호선,강동역,강동,10175,8953,19128
2015-02-23,5,5호선,강동역,강동,21867,18408,40275
2015-02-24,5,5호선,강동역,강동,22928,19145,42073
2015-02-25,5,5호선,강동역,강동,22937,19387,42324
2015-02-26,5,5호선,강동역,강동,22681,18932,41613
2015-02-27,5,5호선,강동역,강동,22849,18599,41448
2015-02-28,5,5호선,강동역,강동,20011,16769,36780
2015-03-01,5,5호선,강동역,강동,11774,10322,22096
2015-03-02,5,5호선,강동역,강동,23071,19245,42316
2015-03-03,5,5호선,강동역,강동,23020,18895,41915
2015-03-04,5,5호선,강동역,강동,23058,19208,42266
2015-03-05,5,5호선,강동역,강동,22917,19000,41917
2015-03-06,5,5호선,강동역,강동,23381,19166,42547
2015-03-07,5,5호선,강동역,강동,18940,16063,35003
2015-03-08,5,5호선,강동역,강동,12923,11492,24415
2015-03-09,5,5호선,강동역,강동,23240,19451,42691
2015-03-10,5,5호선,강동역,강동,23035,19057,42092
2015-03-11,5,5호선,강동역,강동,23352,19241,42593
2015-03-12,5,5호선,강동역,강동,23332,19433,42765
2015-03-13,5,5호선,강동역,강동,23734,19279,43013
2015-03-14,5,5호선,강동역,강동,20032,17020,37052
2015-03-15,5,5호선,강동역,강동,13406,11717,25123
2015-03-16,5,5호선,강동역,강동,23217,19265,42482
2015-03-17,5,5호선,강동역,강동,23408,19357,42765
2015-03-18,5,5호선,강동역,강동,22957,18975,41932
2015-03-19,5,5호선,강동역,강동,23341,19336,42677
2015-03-20,5,5호선,강동역,강동,23833,19222,43055
2015-03-21,5,5호선,강동역,강동,19633,16527,36160
2015-03-22,5,5호선,강동역,강동,12933,11636,24569
2015-03-23,5,5호선,강동역,강동,23137,19017,42154
2015-03-24,5,5호선,강동역,강동,23260,19164,42424
2015-03-25,5,5호선,강동역,강동,23459,19189,42648
2015-03-26,5,5호선,강동역,강동,23373,19326,42699
2015-03-27,5,5호선,강동역,강동,23642,19306,42948
2015-03-28,5,5호선,강동역,강동,20062,17185,37247
2015-03-29,5,5호선,강동역,강동,13293,11989,25282
2015-03-30,5,5호선,강동역,강동,23072,19233,42305
2015-03-31,5,5호선,강동역,강동,22577,18854,41431
2015-04-01,5,5호선,강동역,강동,22987,19030,42017
2015-04-02,5,5호선,강동역,강동,22886,19170,42056
2015-04-03,5,5호선,강동역,강동,23751,19131,42882
2015-04-04,5,5호선,강동역,강동,17476,14761,32237
2015-04-05,5,5호선,강동역,강동,11698,10548,22246
2015-04-06,5,5호선,강동역,강동,22598,18953,41551
2015-04-07,5,5호선,강동역,강동,23082,19076,42158
2015-04-08,5,5호선,강동역,강동,23332,19282,42614
2015-04-09,5,5호선,강동역,강동,23612,19730,43342
2015-04-10,5,5호선,강동역,강동,23755,19246,43001
2015-04-11,5,5호선,강동역,강동,19869,16317,36186
2015-04-12,5,5호선,강동역,강동,13592,11876,25468
2015-04-13,5,5호선,강동역,강동,23086,19226,42312
2015-04-14,5,5호선,강동역,강동,22667,19000,41667
2015-04-15,5,5호선,강동역,강동,23230,19130,42360
2015-04-16,5,5호선,강동역,강동,22613,18938,41551
2015-04-17,5,5호선,강동역,강동,23611,19142,42753
2015-04-18,5,5호선,강동역,강동,20768,17787,38555
2015-04-19,5,5호선,강동역,강동,11546,10150,21696
2015-04-20,5,5호선,강동역,강동,22721,18991,41712
2015-04-21,5,5호선,강동역,강동,23446,19614,43060
2015-04-22,5,5호선,강동역,강동,22789,19118,41907
2015-04-23,5,5호선,강동역,강동,22917,19007,41924
2015-04-24,5,5호선,강동역,강동,23259,19285,42544
2015-04-25,5,5호선,강동역,강동,20128,17200,37328
2015-04-26,5,5호선,강동역,강동,13567,11949,25516
2015-04-27,5,5호선,강동역,강동,22988,18985,41973
2015-04-28,5,5호선,강동역,강동,23561,19422,42983
2015-04-29,5,5호선,강동역,강동,23196,19310,42506
2015-04-30,5,5호선,강동역,강동,24277,19649,43926
2015-05-01,5,5호선,강동역,강동,18181,15114,33295
2015-05-02,5,5호선,강동역,강동,17072,14620,31692
2015-05-03,5,5호선,강동역,강동,11806,10403,22209
2015-05-04,5,5호선,강동역,강동,21593,17503,39096
2015-05-05,5,5호선,강동역,강동,13632,11502,25134
2015-05-06,5,5호선,강동역,강동,23274,19501,42775
2015-05-07,5,5호선,강동역,강동,24187,19775,43962
2015-05-08,5,5호선,강동역,강동,24083,19763,43846
2015-05-09,5,5호선,강동역,강동,19793,16496,36289
2015-05-10,5,5호선,강동역,강동,12827,11476,24303
2015-05-11,5,5호선,강동역,강동,23189,19728,42917
2015-05-12,5,5호선,강동역,강동,23369,19265,42634
2015-05-13,5,5호선,강동역,강동,23553,19684,43237
2015-05-14,5,5호선,강동역,강동,23455,19549,43004
2015-05-15,5,5호선,강동역,강동,23680,19439,43119
2015-05-16,5,5호선,강동역,강동,20045,17071,37116
2015-05-17,5,5호선,강동역,강동,13417,11592,25009
2015-05-18,5,5호선,강동역,강동,22947,18979,41926
2015-05-19,5,5호선,강동역,강동,22991,19172,42163
2015-05-20,5,5호선,강동역,강동,23359,19378,42737
2015-05-21,5,5호선,강동역,강동,23350,19662,43012
2015-05-22,5,5호선,강동역,강동,24158,19457,43615
2015-05-23,5,5호선,강동역,강동,18482,15375,33857
2015-05-24,5,5호선,강동역,강동,12589,10564,23153
2015-05-25,5,5호선,강동역,강동,12960,11050,24010
2015-05-26,5,5호선,강동역,강동,23064,19376,42440
2015-05-27,5,5호선,강동역,강동,23138,19243,42381
2015-05-28,5,5호선,강동역,강동,23326,19157,42483
2015-05-29,5,5호선,강동역,강동,23221,18899,42120
2015-05-30,5,5호선,강동역,강동,19112,16274,35386
2015-05-31,5,5호선,강동역,강동,12554,10985,23539
2015-06-01,5,5호선,강동역,강동,22471,18600,41071
2015-06-02,5,5호선,강동역,강동,22522,18862,41384
2015-06-03,5,5호선,강동역,강동,22136,18362,40498
2015-06-04,5,5호선,강동역,강동,21494,17902,39396
2015-06-05,5,5호선,강동역,강동,21314,17207,38521
2015-06-06,5,5호선,강동역,강동,13259,11215,24474
2015-06-07,5,5호선,강동역,강동,10016,8677,18693
2015-06-08,5,5호선,강동역,강동,20434,16919,37353
2015-06-09,5,5호선,강동역,강동,20187,16678,36865
2015-06-10,5,5호선,강동역,강동,20170,16629,36799
2015-06-11,5,5호선,강동역,강동,19903,16407,36310
2015-06-12,5,5호선,강동역,강동,20468,16481,36949
2015-06-13,5,5호선,강동역,강동,15512,13169,28681
2015-06-14,5,5호선,강동역,강동,10335,9213,19548
2015-06-15,5,5호선,강동역,강동,20401,16912,37313
2015-06-16,5,5호선,강동역,강동,20488,16978,37466
2015-06-17,5,5호선,강동역,강동,20253,16940,37193
2015-06-18,5,5호선,강동역,강동,20353,17076,37429
2015-06-19,5,5호선,강동역,강동,20632,16405,37037
2015-06-20,5,5호선,강동역,강동,14224,12300,26524
2015-06-21,5,5호선,강동역,강동,10597,9395,19992
2015-06-22,5,5호선,강동역,강동,19884,16660,36544
2015-06-23,5,5호선,강동역,강동,20016,16526,36542
2015-06-24,5,5호선,강동역,강동,19655,16255,35910
2015-06-25,5,5호선,강동역,강동,19335,15984,35319
2015-06-26,5,5호선,강동역,강동,19443,15531,34974
2015-06-27,5,5호선,강동역,강동,15392,12670,28062
2015-06-28,5,5호선,강동역,강동,10320,9083,19403
2015-06-29,5,5호선,강동역,강동,19720,16048,35768
2015-06-30,5,5호선,강동역,강동,19484,16267,35751
2015-07-01,5,5호선,강동역,강동,19628,16405,36033
2015-07-02,5,5호선,강동역,강동,20076,16598,36674
2015-07-03,5,5호선,강동역,강동,20402,16442,36844
2015-07-04,5,5호선,강동역,강동,15759,13320,29079
2015-07-05,5,5호선,강동역,강동,10422,9257,19679
2015-07-06,5,5호선,강동역,강동,19835,16606,36441
2015-07-07,5,5호선,강동역,강동,20405,16975,37380
2015-07-08,5,5호선,강동역,강동,20365,16838,37203
2015-07-09,5,5호선,강동역,강동,20541,16995,37536
2015-07-10,5,5호선,강동역,강동,21378,17402,38780
2015-07-11,5,5호선,강동역,강동,16181,13386,29567
2015-07-12,5,5호선,강동역,강동,9785,8741,18526
2015-07-13,5,5호선,강동역,강동,20296,16683,36979
2015-07-14,5,5호선,강동역,강동,20779,17436,38215
2015-07-15,5,5호선,강동역,강동,20862,17553,38415
2015-07-16,5,5호선,강동역,강동,21095,17644,38739
2015-07-17,5,5호선,강동역,강동,21340,17510,38850
2015-07-18,5,5호선,강동역,강동,15571,12908,28479
2015-07-19,5,5호선,강동역,강동,10850,9425,20275
2015-07-20,5,5호선,강동역,강동,20683,17288,37971
2015-07-21,5,5호선,강동역,강동,20665,17453,38118
2015-07-22,5,5호선,강동역,강동,20790,17288,38078
2015-07-23,5,5호선,강동역,강동,20282,17204,37486
2015-07-24,5,5호선,강동역,강동,20403,16544,36947
2015-07-25,5,5호선,강동역,강동,14551,12538,27089
2015-07-26,5,5호선,강동역,강동,10076,9032,19108
2015-07-27,5,5호선,강동역,강동,19955,16828,36783
2015-07-28,5,5호선,강동역,강동,20149,16870,37019
2015-07-29,5,5호선,강동역,강동,19508,16359,35867
2015-07-30,5,5호선,강동역,강동,19746,16350,36096
2015-07-31,5,5호선,강동역,강동,19621,16021,35642
2015-08-01,5,5호선,강동역,강동,13390,11199,24589
2015-08-02,5,5호선,강동역,강동,9543,8412,17955
2015-08-03,5,5호선,강동역,강동,18284,15202,33486
2015-08-04,5,5호선,강동역,강동,18732,15639,34371
2015-08-05,5,5호선,강동역,강동,19108,16070,35178
2015-08-06,5,5호선,강동역,강동,19676,16461,36137
2015-08-07,5,5호선,강동역,강동,19649,15924,35573
2015-08-08,5,5호선,강동역,강동,14198,11641,25839
2015-08-09,5,5호선,강동역,강동,10478,9583,20061
2015-08-10,5,5호선,강동역,강동,19585,16313,35898
2015-08-11,5,5호선,강동역,강동,20473,16989,37462
2015-08-12,5,5호선,강동역,강동,20267,16795,37062
2015-08-13,5,5호선,강동역,강동,20568,17170,37738
2015-08-14,5,5호선,강동역,강동,16349,13358,29707
2015-08-15,5,5호선,강동역,강동,13340,11181,24521
2015-08-16,5,5호선,강동역,강동,10486,9664,20150
2015-08-17,5,5호선,강동역,강동,20371,17171,37542
2015-08-18,5,5호선,강동역,강동,20980,17676,38656
2015-08-19,5,5호선,강동역,강동,20702,17534,38236
2015-08-20,5,5호선,강동역,강동,20818,17552,38370
2015-08-21,5,5호선,강동역,강동,21262,17659,38921
2015-08-22,5,5호선,강동역,강동,16200,13699,29899
2015-08-23,5,5호선,강동역,강동,11371,10018,21389
2015-08-24,5,5호선,강동역,강동,20664,17559,38223
2015-08-25,5,5호선,강동역,강동,20915,17765,38680
2015-08-26,5,5호선,강동역,강동,21163,17794,38957
2015-08-27,5,5호선,강동역,강동,21371,18170,39541
2015-08-28,5,5호선,강동역,강동,21697,18084,39781
2015-08-29,5,5호선,강동역,강동,17787,15032,32819
2015-08-30,5,5호선,강동역,강동,11240,9929,21169
2015-08-31,5,5호선,강동역,강동,21376,17956,39332
2015-09-01,5,5호선,강동역,강동,21491,18077,39568
2015-09-02,5,5호선,강동역,강동,21455,17966,39421
2015-09-03,5,5호선,강동역,강동,21661,18103,39764
2015-09-04,5,5호선,강동역,강동,21720,18005,39725
2015-09-05,5,5호선,강동역,강동,16935,14343,31278
2015-09-06,5,5호선,강동역,강동,11676,10390,22066
2015-09-07,5,5호선,강동역,강동,22203,18439,40642
2015-09-08,5,5호선,강동역,강동,22205,18517,40722
2015-09-09,5,5호선,강동역,강동,22001,18550,40551
2015-09-10,5,5호선,강동역,강동,22122,18364,40486
2015-09-11,5,5호선,강동역,강동,22107,18550,40657
2015-09-12,5,5호선,강동역,강동,19009,16258,35267
2015-09-13,5,5호선,강동역,강동,12265,10959,23224
2015-09-14,5,5호선,강동역,강동,21910,18344,40254
2015-09-15,5,5호선,강동역,강동,22273,18634,40907
2015-09-16,5,5호선,강동역,강동,22190,18519,40709
2015-09-17,5,5호선,강동역,강동,22505,18751,41256
2015-09-18,5,5호선,강동역,강동,22501,18661,41162
2015-09-19,5,5호선,강동역,강동,18337,15555,33892
2015-09-20,5,5호선,강동역,강동,12590,11004,23594
2015-09-21,5,5호선,강동역,강동,21865,18080,39945
2015-09-22,5,5호선,강동역,강동,22286,18582,40868
2015-09-23,5,5호선,강동역,강동,22205,18315,40520
2015-09-24,5,5호선,강동역,강동,22233,18471,40704
2015-09-25,5,5호선,강동역,강동,20959,17027,37986
2015-09-26,5,5호선,강동역,강동,8307,6862,15169
2015-09-27,5,5호선,강동역,강동,8204,7403,15607
2015-09-28,5,5호선,강동역,강동,9083,7865,16948
2015-09-29,5,5호선,강동역,강동,10807,9551,20358
2015-09-30,5,5호선,강동역,강동,20938,17453,38391
2015-10-01,5,5호선,강동역,강동,21154,17381,38535
2015-10-02,5,5호선,강동역,강동,22975,18495,41470
2015-10-03,5,5호선,강동역,강동,18098,14968,33066
2015-10-04,5,5호선,강동역,강동,12018,10339,22357
2015-10-05,5,5호선,강동역,강동,22057,18239,40296
2015-10-06,5,5호선,강동역,강동,22266,18626,40892
2015-10-07,5,5호선,강동역,강동,22236,18369,40605
2015-10-08,5,5호선,강동역,강동,23474,18918,42392
2015-10-09,5,5호선,강동역,강동,15187,12673,27860
2015-10-10,5,5호선,강동역,강동,15583,13282,28865
2015-10-11,5,5호선,강동역,강동,11942,10429,22371
2015-10-12,5,5호선,강동역,강동,22114,18620,40734
2015-10-13,5,5호선,강동역,강동,22718,18811,41529
2015-10-14,5,5호선,강동역,강동,22408,18433,40841
2015-10-15,5,5호선,강동역,강동,22531,18874,41405
2015-10-16,5,5호선,강동역,강동,22716,18688,41404
2015-10-17,5,5호선,강동역,강동,19475,16628,36103
2015-10-18,5,5호선,강동역,강동,13424,11739,25163
2015-10-19,5,5호선,강동역,강동,22277,18540,40817
2015-10-20,5,5호선,강동역,강동,21915,18532,40447
2015-10-21,5,5호선,강동역,강동,22439,18724,41163
2015-10-22,5,5호선,강동역,강동,22258,18454,40712
2015-10-23,5,5호선,강동역,강동,23098,18661,41759
2015-10-24,5,5호선,강동역,강동,19472,16512,35984
2015-10-25,5,5호선,강동역,강동,14018,12366,26384
2015-10-26,5,5호선,강동역,강동,22259,18556,40815
2015-10-27,5,5호선,강동역,강동,22411,18350,40761
2015-10-28,5,5호선,강동역,강동,22406,18483,40889
2015-10-29,5,5호선,강동역,강동,22429,18496,40925
2015-10-30,5,5호선,강동역,강동,22742,18506,41248
2015-10-31,5,5호선,강동역,강동,19524,16346,35870
2015-11-01,5,5호선,강동역,강동,12968,11402,24370
2015-11-02,5,5호선,강동역,강동,22044,18335,40379
2015-11-03,5,5호선,강동역,강동,22403,18542,40945
2015-11-04,5,5호선,강동역,강동,22254,18428,40682
2015-11-05,5,5호선,강동역,강동,22388,18311,40699
2015-11-06,5,5호선,강동역,강동,22560,18780,41340
2015-11-07,5,5호선,강동역,강동,18459,15956,34415
2015-11-08,5,5호선,강동역,강동,11578,10087,21665
2015-11-09,5,5호선,강동역,강동,22299,18355,40654
2015-11-10,5,5호선,강동역,강동,22538,18300,40838
2015-11-11,5,5호선,강동역,강동,22909,18707,41616
2015-11-12,5,5호선,강동역,강동,22474,18565,41039
2015-11-13,5,5호선,강동역,강동,22236,18321,40557
2015-11-14,5,5호선,강동역,강동,18816,16375,35191
2015-11-15,5,5호선,강동역,강동,12868,10982,23850
2015-11-16,5,5호선,강동역,강동,22174,18513,40687
2015-11-17,5,5호선,강동역,강동,22492,18628,41120
2015-11-18,5,5호선,강동역,강동,21900,18458,40358
2015-11-19,5,5호선,강동역,강동,22485,18798,41283
2015-11-20,5,5호선,강동역,강동,22745,18548,41293
2015-11-21,5,5호선,강동역,강동,19211,16305,35516
2015-11-22,5,5호선,강동역,강동,12859,11406,24265
2015-11-23,5,5호선,강동역,강동,21664,17943,39607
2015-11-24,5,5호선,강동역,강동,22140,18355,40495
2015-11-25,5,5호선,강동역,강동,21847,18173,40020
2015-11-26,5,5호선,강동역,강동,22174,18247,40421
2015-11-27,5,5호선,강동역,강동,22341,18028,40369
2015-11-28,5,5호선,강동역,강동,18520,15688,34208
2015-11-29,5,5호선,강동역,강동,11717,10405,22122
2015-11-30,5,5호선,강동역,강동,22175,18420,40595
2015-12-01,5,5호선,강동역,강동,22063,18264,40327
2015-12-02,5,5호선,강동역,강동,21802,17946,39748
2015-12-03,5,5호선,강동역,강동,23175,18919,42094
2015-12-04,5,5호선,강동역,강동,22689,18349,41038
2015-12-05,5,5호선,강동역,강동,19096,15929,35025
2015-12-06,5,5호선,강동역,강동,12634,10941,23575
2015-12-07,5,5호선,강동역,강동,22237,18543,40780
2015-12-08,5,5호선,강동역,강동,22836,18819,41655
2015-12-09,5,5호선,강동역,강동,22709,18810,41519
2015-12-10,5,5호선,강동역,강동,22769,19080,41849
2015-12-11,5,5호선,강동역,강동,23950,19418,43368
2015-12-12,5,5호선,강동역,강동,20007,17218,37225
2015-12-13,5,5호선,강동역,강동,12912,11378,24290
2015-12-14,5,5호선,강동역,강동,22022,18363,40385
2015-12-15,5,5호선,강동역,강동,22922,19096,42018
2015-12-16,5,5호선,강동역,강동,22402,18567,40969
2015-12-17,5,5호선,강동역,강동,22168,18534,40702
2015-12-18,5,5호선,강동역,강동,23160,18730,41890
2015-12-19,5,5호선,강동역,강동,20164,16956,37120
2015-12-20,5,5호선,강동역,강동,12630,11100,23730
2015-12-21,5,5호선,강동역,강동,21732,18061,39793
2015-12-22,5,5호선,강동역,강동,22327,18885,41212
2015-12-23,5,5호선,강동역,강동,22389,18559,40948
2015-12-24,5,5호선,강동역,강동,22914,18807,41721
2015-12-25,5,5호선,강동역,강동,13249,10847,24096
2015-12-26,5,5호선,강동역,강동,15608,13237,28845
2015-12-27,5,5호선,강동역,강동,11755,10299,22054
2015-12-28,5,5호선,강동역,강동,21463,17733,39196
2015-12-29,5,5호선,강동역,강동,21819,18115,39934
2015-12-30,5,5호선,강동역,강동,21882,18438,40320
2015-12-31,5,5호선,강동역,강동,21311,17328,38639
2016-01-01,5,5호선,강동역,강동,8565,7370,15935
2016-01-02,5,5호선,강동역,강동,12419,10508,22927
2016-01-03,5,5호선,강동역,강동,10384,9092,19476
2016-01-04,5,5호선,강동역,강동,21255,17962,39217
2016-01-05,5,5호선,강동역,강동,21368,17923,39291
2016-01-06,5,5호선,강동역,강동,21290,17854,39144
2016-01-07,5,5호선,강동역,강동,21102,17765,38867
2016-01-08,5,5호선,강동역,강동,21803,17851,39654
2016-01-09,5,5호선,강동역,강동,17719,15221,32940
2016-01-10,5,5호선,강동역,강동,11744,10328,22072
2016-01-11,5,5호선,강동역,강동,21365,17691,39056
2016-01-12,5,5호선,강동역,강동,21415,17930,39345
2016-01-13,5,5호선,강동역,강동,21456,18108,39564
2016-01-14,5,5호선,강동역,강동,21580,18048,39628
2016-01-15,5,5호선,강동역,강동,21961,18184,40145
2016-01-16,5,5호선,강동역,강동,17371,14719,32090
2016-01-17,5,5호선,강동역,강동,11565,10351,21916
2016-01-18,5,5호선,강동역,강동,20925,17784,38709
2016-01-19,5,5호선,강동역,강동,19867,16733,36600
2016-01-20,5,5호선,강동역,강동,20478,17153,37631
2016-01-21,5,5호선,강동역,강동,20876,17392,38268
2016-01-22,5,5호선,강동역,강동,21423,17607,39030
2016-01-23,5,5호선,강동역,강동,15968,13787,29755
2016-01-24,5,5호선,강동역,강동,9000,8165,17165
2016-01-25,5,5호선,강동역,강동,20052,16760,36812
2016-01-26,5,5호선,강동역,강동,21320,17664,38984
2016-01-27,5,5호선,강동역,강동,21296,17857,39153
2016-01-28,5,5호선,강동역,강동,21416,17827,39243
2016-01-29,5,5호선,강동역,강동,21840,18031,39871
2016-01-30,5,5호선,강동역,강동,16869,14386,31255
2016-01-31,5,5호선,강동역,강동,10980,9860,20840
2016-02-01,5,5호선,강동역,강동,20724,17587,38311
2016-02-02,5,5호선,강동역,강동,21229,17723,38952
2016-02-03,5,5호선,강동역,강동,21274,17801,39075
2016-02-04,5,5호선,강동역,강동,21501,17997,39498
2016-02-05,5,5호선,강동역,강동,21187,16919,38106
2016-02-06,5,5호선,강동역,강동,11620,9742,21362
2016-02-07,5,5호선,강동역,강동,7538,6321,13859
2016-02-08,5,5호선,강동역,강동,7051,6292,13343
2016-02-09,5,5호선,강동역,강동,8448,7461,15909
2016-02-10,5,5호선,강동역,강동,10598,9310,19908
2016-02-11,5,5호선,강동역,강동,20232,16951,37183
2016-02-12,5,5호선,강동역,강동,20704,17038,37742
2016-02-13,5,5호선,강동역,강동,14976,12641,27617
2016-02-14,5,5호선,강동역,강동,11321,9811,21132
2016-02-15,5,5호선,강동역,강동,21018,17579,38597
2016-02-16,5,5호선,강동역,강동,21801,18252,40053
2016-02-17,5,5호선,강동역,강동,21786,18125,39911
2016-02-18,5,5호선,강동역,강동,22016,18534,40550
2016-02-19,5,5호선,강동역,강동,22138,18148,40286
2016-02-20,5,5호선,강동역,강동,18950,16199,35149
2016-02-21,5,5호선,강동역,강동,12114,10734,22848
2016-02-22,5,5호선,강동역,강동,21853,18331,40184
2016-02-23,5,5호선,강동역,강동,22139,18425,40564
2016-02-24,5,5호선,강동역,강동,21365,18004,39369
2016-02-25,5,5호선,강동역,강동,22091,18273,40364
2016-02-26,5,5호선,강동역,강동,22109,18428,40537
2016-02-27,5,5호선,강동역,강동,19211,16601,35812
2016-02-28,5,5호선,강동역,강동,12285,10906,23191
2016-02-29,5,5호선,강동역,강동,21361,17452,38813
2016-03-01,5,5호선,강동역,강동,12354,10792,23146
2016-03-02,5,5호선,강동역,강동,22200,18747,40947
2016-03-03,5,5호선,강동역,강동,22723,18878,41601
2016-03-04,5,5호선,강동역,강동,22937,18755,41692
2016-03-05,5,5호선,강동역,강동,16017,13670,29687
2016-03-06,5,5호선,강동역,강동,12247,10742,22989
2016-03-07,5,5호선,강동역,강동,22592,18913,41505
2016-03-08,5,5호선,강동역,강동,22840,19208,42048
2016-03-09,5,5호선,강동역,강동,22476,18864,41340
2016-03-10,5,5호선,강동역,강동,22652,19155,41807
2016-03-11,5,5호선,강동역,강동,22954,19029,41983
2016-03-12,5,5호선,강동역,강동,17622,15257,32879
2016-03-13,5,5호선,강동역,강동,11848,10418,22266
2016-03-14,5,5호선,강동역,강동,22818,19002,41820
2016-03-15,5,5호선,강동역,강동,22822,19272,42094
2016-03-16,5,5호선,강동역,강동,22602,18692,41294
2016-03-17,5,5호선,강동역,강동,22767,19015,41782
2016-03-18,5,5호선,강동역,강동,23328,18877,42205
2016-03-19,5,5호선,강동역,강동,18876,16185,35061
2016-03-20,5,5호선,강동역,강동,12817,11256,24073
2016-03-21,5,5호선,강동역,강동,22709,19196,41905
2016-03-22,5,5호선,강동역,강동,22659,18991,41650
2016-03-23,5,5호선,강동역,강동,22726,19019,41745
2016-03-24,5,5호선,강동역,강동,22656,18998,41654
2016-03-25,5,5호선,강동역,강동,23106,19067,42173
2016-03-26,5,5호선,강동역,강동,18640,16004,34644
2016-03-27,5,5호선,강동역,강동,13116,11992,25108
2016-03-28,5,5호선,강동역,강동,22593,18864,41457
2016-03-29,5,5호선,강동역,강동,22682,19208,41890
2016-03-30,5,5호선,강동역,강동,22556,18822,41378
2016-03-31,5,5호선,강동역,강동,22451,18632,41083
2016-04-01,5,5호선,강동역,강동,22891,18667,41558
2016-04-02,5,5호선,강동역,강동,18303,15470,33773
2016-04-03,5,5호선,강동역,강동,11373,10318,21691
2016-04-04,5,5호선,강동역,강동,22783,19078,41861
2016-04-05,5,5호선,강동역,강동,22749,19100,41849
2016-04-06,5,5호선,강동역,강동,23036,19222,42258
2016-04-07,5,5호선,강동역,강동,22897,19136,42033
2016-04-08,5,5호선,강동역,강동,23083,19212,42295
2016-04-09,5,5호선,강동역,강동,18241,15268,33509
2016-04-10,5,5호선,강동역,강동,12605,10965,23570
2016-04-11,5,5호선,강동역,강동,22527,18936,41463
2016-04-12,5,5호선,강동역,강동,23425,19198,42623
2016-04-13,5,5호선,강동역,강동,13782,12244,26026
2016-04-14,5,5호선,강동역,강동,22688,19099,41787
2016-04-15,5,5호선,강동역,강동,22650,18659,41309
2016-04-16,5,5호선,강동역,강동,17582,15404,32986
2016-04-17,5,5호선,강동역,강동,11826,10518,22344
2016-04-18,5,5호선,강동역,강동,22089,18748,40837
2016-04-19,5,5호선,강동역,강동,22874,19187,42061
2016-04-20,5,5호선,강동역,강동,22475,19235,41710
2016-04-21,5,5호선,강동역,강동,22040,18544,40584
2016-04-22,5,5호선,강동역,강동,22775,18948,41723
2016-04-23,5,5호선,강동역,강동,17809,15291,33100
2016-04-24,5,5호선,강동역,강동,12148,10852,23000
2016-04-25,5,5호선,강동역,강동,22548,18895,41443
